40 3597.27 0 1680 7 240
20.41 52.56 30.22 13.81 42.96 23.63 7.81 95.34 60.91 73.02 97.8 97.4 30.68 6.51 86.02 62.67 15.78 61.74 79.5 40.02 50.02 97.78 40.06 5.78 48.97 9.39 23.84 9.52 76.14 24.1 76.13 12.7 93.5 19.55 98.2 23.33 96.26 60.63 50.51 13.37 
88.27 62.45 52.39 72.59 35.62 62.14 86.35 76.92 18.36 61.95 41.12 83.52 43.86 43.58 60.73 34.74 71.35 84.32 46.62 64.59 54.82 49.65 85.37 59.3 50.01 86.93 30.99 34.1 57.66 76.32 57.06 23.43 70.32 71.31 20.21 21.92 31.8 24.53 21.95 49.81 
2 5 3 2 4 3 1 9 6 7 9 9 3 1 8 6 2 6 8 4 5 9 4 1 5 1 3 1 7 3 7 2 9 2 9 3 9 6 5 2 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 
2 3 3 2 3 3 3 3 1 3 3 3 3 3 3 1 2 1 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 2 3 3 3 1 3 2 
1 2 3 1 1 3 2 3 3 3 3 3 3 2 1 3 1 3 1 1 2 3 1 2 2 2 3 2 3 3 3 1 3 1 3 3 3 3 2 1 
4 8 5 4 9 5 5 2 3 2 9 3 10 8 5 2 6 4 7 10 5 8 5 7 3 9 8 4 2 2 7 6 6 4 9 5 10 5 4 7 
3413.51 3729.07 3571.26 3652.13 3105.86 3934.31 3850.46 3668.83 3496.08 3698.42 3242.87 3917.77 3983.88 3862.29 3545.9 3689.16 4035.2 3192.46 4291.1 3603.54 3371.86 3709.55 3754.44 4027.31 3644.63 3172.13 4166.66 3706.14 3672.37 3695.51 4089.02 3965.87 4047.89 3399.09 3224.93 3388.53 4237.66 3388.34 3604.24 3529.07 
0.48 0.61 0.73 0.65 0.27 0.7 0.7 0.2 0.79 0.18 0.27 0.51 0.44 0.64 0.71 0.16 0.24 0.68 0.46 0.43 0.71 0.7 0.71 0.54 0.47 0.24 0.68 0.74 0.13 0.13 0.79 0.22 0.15 0.47 0.22 0.69 0.46 0.7 0.23 0.48 
0.52 0.67 1.0 0.51 0.57 0.7 0.85 0.97 0.8 0.79 0.9 0.69 0.9 0.59 0.8 1.0 0.85 0.7 1.0 0.75 0.6 1.0 1.0 0.75 0.89 0.7 1.0 0.94 1.0 0.79 0.89 1.0 0.97 0.72 0.73 0.74 0.95 0.6 0.55 0.77 
0.61 0.89 0.7 0.71 0.52 0.71 0.89 0.84 0.61 0.99 0.76 1.0 1.0 0.85 0.54 0.99 0.6 1.0 0.76 0.51 0.69 0.72 0.68 0.79 0.76 0.61 0.71 0.92 0.74 0.73 0.86 0.64 0.76 0.66 0.98 0.58 0.64 0.67 0.9 0.54 
0.86 0.92 0.72 1.0 0.91 0.7 0.84 0.57 0.93 0.72 0.67 0.67 0.89 0.93 0.85 0.93 0.99 1.0 0.68 0.84 0.62 0.57 0.7 1.0 0.99 0.62 0.83 0.99 0.9 0.75 0.72 0.88 0.54 0.72 0.53 0.86 0.78 0.92 0.66 1.0 
0.66 0.99 0.86 0.75 0.58 0.71 0.97 0.77 0.98 0.5 1.0 0.93 1.0 0.54 0.92 0.72 0.97 0.85 0.73 0.54 0.97 1.0 0.75 0.6 0.57 0.55 0.8 1.0 0.59 0.62 1.0 0.98 0.56 0.81 0.8 0.62 1.0 1.0 0.54 0.51 
0.98 0.89 0.94 0.74 0.66 0.93 1.0 0.72 0.8 0.81 1.0 1.0 0.95 0.8 0.99 0.89 0.5 0.51 0.86 0.78 0.96 0.87 0.63 0.59 0.9 0.77 0.85 0.63 1.0 0.97 0.91 0.83 0.77 0.75 0.6 0.63 0.67 0.87 1.0 0.89 
0.18 0.48 0.4 0.2 0.1 0.23 0.62 0.25 0.35 0.23 0.46 0.43 0.76 0.2 0.33 0.59 0.25 0.3 0.33 0.13 0.24 0.35 0.22 0.21 0.35 0.11 0.4 0.54 0.4 0.26 0.51 0.46 0.17 0.21 0.18 0.14 0.32 0.32 0.18 0.19 
1356.98 1236.82 818.28 1499.6 839.66 642.6 711.57 674.41 1399.18 628.48 856.21 843.74 1428.38 1584.42 711.2 613.96 653.97 1515.05 1374.89 1295.05 829.49 1320.38 838.81 1600.38 948.21 748.61 1245.61 2066.98 638.72 546.39 2197.35 923.26 632.07 1391.21 758.25 1021.11 1220.61 876.93 1251.43 2010.91 
200.62 616.15 371.18 301.03 92.55 148.65 432.22 178.73 435.27 136.05 365.17 382.2 1057.7 348.27 217.66 345.11 144.94 455.21 461.86 181.85 186.4 497.79 159.04 332.52 364.69 63.52 482.9 1114.1 256.6 156.31 1176.74 434.58 110.46 303.14 125.11 131.73 382.53 294.6 212.0 354.38 
6284.91 5684.12 3591.4 6997.98 3698.3 2713.01 3057.87 2872.05 6495.9 2642.38 3781.05 3718.69 6641.88 7422.08 3056.02 2569.78 2769.85 7075.25 6374.47 5975.27 3647.46 6101.92 3694.04 7501.92 4241.03 3243.04 5728.07 9834.91 2693.58 2231.96 10486.75 4116.29 2660.36 6456.05 3291.24 4605.55 5603.07 3884.63 5757.15 9554.53 
503.1 2580.75 1355.92 1005.17 -37.23 243.23 1661.12 393.67 1676.35 180.27 1325.86 1410.99 4788.5 1241.37 588.28 1225.57 224.68 1776.05 1809.28 409.27 432.0 1988.97 295.19 1162.59 1323.47 -182.38 1914.49 5070.49 783.01 281.55 5383.72 1672.88 52.31 1015.69 125.57 158.66 1412.67 973.02 560.02 1271.91 
102.41 149.16 142.85 109.56 124.23 157.37 154.02 146.75 69.92 147.94 129.71 156.71 159.36 154.49 141.84 73.78 121.06 63.85 171.64 144.14 134.87 148.38 150.18 161.09 145.79 126.89 166.67 148.25 146.89 147.82 163.56 118.98 161.92 101.97 129.0 135.54 169.51 67.77 144.17 105.87 
19 31 30 20 26 33 33 31 9 31 27 33 34 33 30 10 23 9 36 30 28 31 32 34 31 27 35 31 31 31 35 22 34 19 27 29 36 9 30 20 
129 141 91 74 89 184 197 154 175 233 204 77 44 114 183 208 112 206 110 44 146 104 181 86 63 183 88 83 202 30 139 129 15 210 65 28 166 32 43 44 
240 210 240 166 240 240 240 240 240 240 240 135 216 183 240 240 227 240 236 240 193 230 240 110 240 240 135 240 240 201 240 221 118 240 123 188 190 158 240 240 
2
0.0 0.0 
100.0 0.0 
0 14 3 9 8 4 11 6 2 14 14 11 16 14 9 8 13 12 4 9 13 7 9 15 6 5 9 2 10 9 12 4 12 11 14 4 18 11 16 13 13 7 
14 0 12 11 8 10 7 9 12 17 9 13 15 18 7 6 15 10 10 14 13 10 10 15 13 8 9 12 5 5 13 11 13 3 16 10 14 4 14 9 7 7 
3 12 0 5 5 2 8 3 1 10 11 8 12 11 6 6 10 9 2 5 10 4 6 12 2 4 6 1 8 7 9 1 9 9 10 2 14 9 13 10 10 5 
9 11 5 0 3 5 4 4 7 6 6 2 7 7 4 7 4 4 5 3 4 1 1 6 3 6 1 7 6 7 3 4 3 7 5 4 8 7 7 5 5 5 
8 8 5 3 0 3 3 1 5 9 6 6 9 10 1 3 8 5 3 6 7 2 2 9 4 3 2 5 3 3 6 3 6 4 9 3 10 4 9 5 5 2 
4 10 2 5 3 0 6 2 2 11 10 8 12 12 4 4 10 8 0 7 10 3 5 12 4 2 5 2 6 5 9 1 9 7 11 0 14 7 13 9 8 3 
11 7 8 4 3 6 0 4 8 9 3 5 7 10 2 5 7 2 6 7 5 4 2 8 7 6 2 8 2 4 5 6 5 4 8 6 8 3 7 2 2 4 
6 9 3 4 1 2 4 0 4 10 8 7 11 10 2 3 8 6 1 6 8 2 3 10 4 2 4 4 4 4 7 2 7 5 10 1 12 5 11 7 6 2 
2 12 1 7 5 2 8 4 0 12 12 9 14 12 6 6 11 10 2 7 11 5 7 13 4 3 7 0 8 7 10 2 10 9 12 2 16 9 14 11 11 5 
14 17 10 6 9 11 9 10 12 0 9 3 5 0 10 13 2 7 11 4 4 8 7 3 7 13 7 12 12 13 3 10 3 14 0 10 8 12 6 8 10 12 
14 9 11 6 6 10 3 8 12 9 0 6 6 10 5 8 7 2 9 9 4 7 5 6 10 9 4 12 5 7 6 9 5 6 8 9 5 5 5 0 1 8 
11 13 8 2 6 8 5 7 9 3 6 0 4 4 6 9 1 4 8 3 2 4 3 3 5 9 3 9 8 9 0 7 0 10 3 7 6 9 5 5 6 8 
16 15 12 7 9 12 7 11 14 5 6 4 0 6 9 13 3 5 12 8 2 8 7 1 10 13 7 14 10 12 3 11 3 12 4 11 2 10 1 5 7 12 
14 18 11 7 10 12 10 10 12 0 10 4 6 0 11 14 3 8 11 5 5 8 7 4 8 13 8 12 12 14 4 10 4 14 1 11 9 13 7 9 11 12 
9 7 6 4 1 4 2 2 6 10 5 6 9 11 0 3 8 4 4 7 6 3 3 9 6 4 2 6 2 3 6 4 6 3 9 4 10 3 9 5 4 2 
8 6 6 7 3 4 5 3 6 13 8 9 13 14 3 0 11 8 4 9 10 5 6 13 7 2 6 6 3 1 10 5 10 3 12 4 13 3 12 8 7 1 
13 15 10 4 8 10 7 8 11 2 7 1 3 3 8 11 0 4 10 4 2 6 5 2 7 11 5 11 9 11 1 9 1 11 1 9 6 10 4 6 7 10 
12 10 9 4 5 8 2 6 10 7 2 4 5 8 4 8 4 0 8 7 2 5 3 5 7 8 2 10 5 7 3 8 3 7 6 8 5 5 4 1 2 7 
4 10 2 5 3 0 6 1 2 11 9 8 12 11 4 4 10 8 0 6 9 3 5 12 4 2 5 2 5 5 8 1 8 6 11 0 13 7 12 9 8 3 
9 14 5 3 6 7 7 6 7 4 9 3 8 5 7 9 4 7 6 0 5 4 4 7 3 8 5 7 9 10 4 5 4 11 4 6 10 10 8 8 9 8 
13 13 10 4 7 10 5 8 11 4 4 2 2 5 6 10 2 2 9 5 0 6 4 2 7 10 4 11 8 10 1 8 1 10 3 9 4 8 3 4 5 9 
7 10 4 1 2 3 4 2 5 8 7 4 8 8 3 5 6 5 3 4 6 0 1 8 2 4 2 5 5 6 5 2 5 7 7 3 10 6 9 6 6 4 
9 10 6 1 2 5 2 3 7 7 5 3 7 7 3 6 5 3 5 4 4 1 0 6 4 6 0 7 5 6 3 4 3 6 6 4 8 6 7 4 4 5 
15 15 12 6 9 12 8 10 13 3 6 3 1 4 9 13 2 5 12 7 2 8 6 0 9 13 6 13 10 12 3 11 3 12 3 11 4 11 2 6 7 12 
6 13 2 3 4 4 7 4 4 7 10 5 10 8 6 7 7 7 4 3 7 2 4 9 0 6 5 4 8 8 6 2 6 9 7 3 12 9 11 9 9 6 
5 8 4 6 3 2 6 2 3 13 9 9 13 13 4 2 11 8 2 8 10 4 6 13 6 0 6 3 4 3 10 3 10 5 12 2 14 5 13 9 8 1 
9 9 6 1 2 5 2 4 7 7 4 3 7 8 2 6 5 2 5 5 4 2 0 6 5 6 0 7 4 6 4 5 4 6 6 5 8 5 7 4 4 5 
2 12 1 7 5 2 8 4 0 12 12 9 14 12 6 6 11 10 2 7 11 5 7 13 4 3 7 0 8 7 10 2 10 9 12 2 15 9 14 11 10 5 
10 5 8 6 3 6 2 4 8 12 5 8 10 12 2 3 9 5 5 9 8 5 5 10 8 4 4 8 0 2 8 6 8 1 11 5 10 1 10 5 4 3 
9 5 7 7 3 5 4 4 7 13 7 9 12 14 3 1 11 7 5 10 10 6 6 12 8 3 6 7 2 0 10 6 10 1 13 5 12 2 12 7 6 2 
12 13 9 3 6 9 5 7 10 3 6 0 3 4 6 10 1 3 8 4 1 5 3 3 6 10 4 10 8 10 0 7 0 10 3 8 6 9 4 5 6 9 
4 11 1 4 3 1 6 2 2 10 9 7 11 10 4 5 9 8 1 5 8 2 4 11 2 3 5 2 6 6 7 0 7 7 9 0 13 7 12 9 8 4 
12 13 9 3 6 9 5 7 10 3 5 0 3 4 6 10 1 3 8 4 1 5 3 3 6 10 4 10 8 10 0 7 0 10 3 8 6 9 4 5 6 9 
11 3 9 7 4 7 4 5 9 14 6 10 12 14 3 3 11 7 6 11 10 7 6 12 9 5 6 9 1 1 10 7 10 0 13 6 12 1 11 6 5 3 
14 16 10 5 9 11 8 10 12 0 8 3 4 1 9 12 1 6 11 4 3 7 6 3 7 12 6 12 11 13 3 9 3 13 0 10 7 12 5 8 9 11 
4 10 2 4 3 0 6 1 2 10 9 7 11 11 4 4 9 8 0 6 9 3 4 11 3 2 5 2 5 5 8 0 8 6 10 0 13 7 12 8 8 3 
18 14 14 8 10 14 8 12 16 8 5 6 2 9 10 13 6 5 13 10 4 10 8 4 12 14 8 15 10 12 6 13 6 12 7 13 0 10 1 5 6 12 
