10 404.92 0 1680 14 120
12.51 12.46 96.15 2.96 49.27 31.95 94.8 7.08 16.64 17.85 
29.23 66.06 48.27 37.72 19.82 67.93 72.69 38.59 20.7 37.43 
2 2 9 1 5 3 9 1 2 2 
1 2 3 4 5 6 7 8 9 10 
1 1 3 3 1 1 3 3 1 1 
1 1 3 1 1 3 3 1 1 1 
3 7 9 9 9 1 5 10 6 10 
4553.02 3819.45 3243.49 3173.11 3219.37 3952.71 3893.17 3305.33 4753.59 3086.66 
0.35 0.74 0.38 0.32 0.38 0.14 0.84 0.47 0.28 0.44 
0.97 0.97 0.69 0.51 0.75 0.51 0.69 0.58 0.77 0.68 
0.76 0.63 0.81 0.95 0.64 0.81 1.0 0.79 1.0 0.79 
0.67 0.57 0.97 0.64 0.54 0.85 0.55 0.52 1.0 0.99 
0.77 0.72 1.0 0.58 0.57 1.0 0.94 0.79 0.59 0.65 
0.56 0.54 0.74 0.58 0.67 1.0 0.8 0.69 0.66 1.0 
0.22 0.13 0.4 0.1 0.1 0.35 0.28 0.13 0.3 0.34 
863.76 889.68 454.59 616.75 484.32 747.84 1596.88 947.99 1234.15 689.94 
194.25 115.69 166.93 69.11 47.36 289.99 516.37 138.68 352.05 213.71 
3818.78 3948.38 1772.95 2583.73 1921.58 3239.2 7484.42 4239.93 5670.73 2949.71 
471.24 78.43 334.63 -154.44 -263.18 949.93 2081.83 193.41 1260.23 568.53 
91.06 76.39 129.74 126.92 64.39 79.05 155.73 132.21 95.07 61.73 
6 5 13 13 4 5 16 14 6 4 
97 57 41 94 57 8 103 68 90 63 
120 120 120 120 120 47 120 120 120 120 
2
0.0 0.0 
0.0 0.0 
0 0 2 4 7 2 3 5 8 2 1 2 
0 0 2 4 7 2 3 5 8 2 1 2 
2 2 0 2 6 0 2 3 6 0 0 0 
4 4 2 0 6 2 4 1 5 1 3 2 
7 7 6 6 0 6 3 4 1 6 6 5 
2 2 0 2 6 0 3 2 7 0 1 1 
3 3 2 4 3 3 0 3 4 3 2 2 
5 5 3 1 4 2 3 0 4 2 3 2 
8 8 6 5 1 7 4 4 0 6 6 6 
2 2 0 1 6 0 3 2 6 0 1 0 
1 1 0 3 6 1 2 3 6 1 0 1 
2 2 0 2 5 1 2 2 6 0 1 0 
