40 3367.17 0 1680 7 240
20.79 19.57 9.55 52.75 68.98 51.9 52.49 31.74 91.74 47.03 7.77 35.68 93.58 18.15 96.93 85.56 82.97 87.07 34.64 96.04 91.26 20.08 40.16 80.24 9.9 28.45 85.51 82.19 24.13 9.68 39.03 40.8 17.15 97.65 48.82 30.43 86.99 69.58 74.22 4.83 
43.84 76.9 29.26 47.54 26.89 47.28 88.69 13.6 20.44 89.03 56.08 85.11 80.81 77.06 43.31 35.71 37.49 83.49 37.53 80.5 78.27 20.26 19.56 67.16 38.12 18.54 10.28 53.46 51.6 31.36 12.0 80.92 25.99 21.02 27.22 34.88 61.8 46.22 27.17 87.67 
2 2 1 5 7 5 5 3 9 5 1 4 9 2 9 8 8 8 4 9 9 2 4 8 1 3 8 8 3 1 4 4 2 9 5 3 8 7 7 1 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 
2 2 3 3 3 3 3 2 3 3 3 1 3 2 3 1 1 1 1 3 3 2 1 1 3 2 1 1 2 3 1 1 2 3 3 2 1 3 3 3 
1 1 3 2 2 2 2 1 2 2 3 1 2 1 2 3 3 3 1 2 2 1 1 3 3 1 3 3 1 3 1 1 1 2 2 1 3 2 2 3 
5 3 7 3 7 8 10 10 10 8 3 7 10 10 4 7 1 6 9 6 5 3 5 4 4 5 2 8 2 2 1 8 8 5 10 8 3 9 9 1 
4823.99 3271.39 3185.78 3256.15 3226.07 3674.11 4890.38 4415.76 4612.54 3638.36 3305.27 3345.41 4583.02 4435.59 3507.67 3320.72 3609.36 3611.8 4215.22 3962.66 4786.15 3769.72 4803.28 3620.15 3567.16 4846.03 3479.84 4005.32 3698.31 3802.12 3958.09 3640.71 4181.04 4801.97 4553.31 4152.13 3750.96 4213.39 4227.69 3599.1 
0.8 0.6 0.64 0.49 0.64 0.37 0.33 0.87 0.34 0.42 0.57 0.64 0.74 0.45 0.4 0.63 0.87 0.43 0.56 0.52 0.87 0.51 0.83 0.15 0.21 0.88 0.65 0.31 0.71 0.62 0.92 0.3 0.45 0.79 0.62 0.24 0.57 0.36 0.73 0.92 
0.96 0.61 0.98 0.96 0.62 0.75 0.93 0.75 0.76 0.57 0.57 1.0 0.73 0.74 0.64 0.59 0.51 0.53 0.79 0.52 0.78 0.55 0.72 1.0 1.0 1.0 0.9 0.89 1.0 0.91 1.0 1.0 1.0 0.58 1.0 1.0 0.75 1.0 0.7 0.76 
0.56 0.9 0.81 0.96 0.78 0.87 0.56 0.69 0.74 0.96 0.72 0.95 0.61 0.8 0.79 0.96 1.0 0.88 1.0 0.64 0.82 1.0 0.51 0.84 0.65 0.51 0.85 0.74 0.85 0.67 0.88 0.64 0.55 0.63 0.79 0.67 0.75 0.79 1.0 0.6 
1.0 0.64 0.73 1.0 0.53 0.88 0.73 0.88 0.87 0.95 0.66 1.0 0.81 0.7 0.85 0.59 0.98 1.0 0.98 0.95 0.94 0.5 0.94 1.0 0.7 0.69 0.83 0.8 1.0 1.0 1.0 0.83 0.83 0.93 0.61 1.0 0.97 0.71 0.78 1.0 
1.0 0.72 0.8 1.0 1.0 0.81 1.0 0.81 0.75 0.64 0.74 0.85 0.94 0.7 0.82 0.86 0.6 0.55 1.0 0.6 0.51 0.83 0.89 0.62 0.82 0.84 1.0 0.52 0.79 0.88 1.0 1.0 0.84 0.68 0.9 1.0 1.0 0.57 0.51 0.72 
0.92 0.85 0.92 0.8 0.97 1.0 0.71 0.96 0.78 0.51 0.63 0.85 0.69 1.0 0.59 0.81 0.79 0.86 0.9 0.89 0.6 1.0 0.62 0.58 0.83 0.99 0.56 0.84 0.82 0.92 0.79 0.66 0.98 0.84 0.98 0.86 0.73 0.67 0.68 0.96 
0.5 0.21 0.43 0.74 0.25 0.47 0.27 0.36 0.28 0.17 0.13 0.68 0.23 0.29 0.21 0.23 0.24 0.22 0.69 0.17 0.18 0.23 0.19 0.31 0.31 0.29 0.35 0.23 0.55 0.5 0.69 0.35 0.37 0.2 0.42 0.57 0.4 0.21 0.19 0.32 
1139.44 1161.0 1017.17 1073.86 893.81 1770.78 1601.17 1615.89 1542.31 1639.51 1075.32 981.21 1801.28 1562.87 1666.4 1019.29 1791.25 704.42 1010.67 1074.83 1306.8 933.45 1218.63 1469.2 1075.49 1364.44 1593.68 1316.03 1409.88 1633.6 1362.7 1745.56 1632.59 1338.42 1602.46 1424.71 823.78 1018.32 1262.25 1838.87 
559.79 241.86 463.55 811.54 271.71 816.76 394.38 659.2 406.65 247.84 127.16 640.55 473.76 461.07 354.94 201.07 487.89 136.17 739.66 168.05 246.24 245.92 238.76 407.3 351.13 364.65 539.93 260.44 833.5 805.46 973.1 659.63 552.12 289.89 751.38 811.8 321.59 195.83 261.49 591.02 
5197.2 5305.01 4585.86 4869.3 3969.05 8353.91 7505.87 7579.45 7211.55 7697.54 4876.6 4406.03 8506.42 7314.34 7832.01 4596.44 8456.24 3022.11 4553.33 4874.13 6034.01 4167.24 5593.17 6845.99 4877.45 6322.19 7468.42 6080.15 6549.4 7667.99 6313.49 8227.81 7662.95 6192.08 7512.32 6623.56 3618.92 4591.58 5811.26 8694.34 
2298.94 709.32 1817.74 3557.72 858.55 3583.8 1471.88 2796.01 1533.26 739.19 135.8 2702.76 1868.82 1805.36 1274.69 505.36 1939.47 180.87 3198.28 340.24 731.19 729.59 693.79 1536.49 1255.67 1323.23 2199.65 802.2 3667.48 3527.31 4365.49 2798.15 2260.59 949.47 3256.89 3559.0 1107.93 479.17 807.43 2455.12 
144.72 98.14 127.43 130.25 129.04 146.96 195.62 132.47 184.5 145.53 132.21 66.91 183.32 133.07 140.31 66.41 72.19 72.24 84.3 158.51 191.45 113.09 96.07 72.4 142.69 145.38 69.6 80.11 110.95 152.08 79.16 72.81 125.43 192.08 182.13 124.56 75.02 168.54 169.11 143.96 
27 18 27 27 27 31 41 25 39 31 28 9 39 25 30 9 10 10 12 33 41 21 13 10 30 27 9 11 21 32 11 10 23 41 39 23 10 36 36 30 
38 164 56 183 80 219 140 26 44 206 14 54 127 178 111 38 86 95 99 42 115 51 102 89 163 71 55 139 186 199 4 46 21 116 219 15 32 99 113 194 
240 240 228 219 229 240 240 96 159 240 240 240 162 240 240 62 224 240 240 146 240 154 240 124 210 231 147 208 240 240 28 240 45 240 240 118 125 202 228 240 
10
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 100.0 100.0 100.0 0.0 100.0 0.0 0.0 0.0 0.0 
0 14 14 14 0 14 0 0 0 0 6 11 4 10 10 10 14 4 13 14 8 13 17 11 15 13 13 17 7 17 17 4 6 14 5 4 12 14 8 4 5 12 4 14 7 6 15 11 11 12 
14 0 0 0 14 0 14 14 14 14 8 4 10 10 14 10 7 13 17 6 6 5 13 4 16 15 14 12 10 13 13 11 12 12 8 12 17 13 7 9 13 6 10 17 12 10 13 12 14 1 
14 0 0 0 14 0 14 14 14 14 8 4 10 10 14 10 7 13 17 6 6 5 13 4 16 15 14 12 10 13 13 11 12 12 8 12 17 13 7 9 13 6 10 17 12 10 13 12 14 1 
14 0 0 0 14 0 14 14 14 14 8 4 10 10 14 10 7 13 17 6 6 5 13 4 16 15 14 12 10 13 13 11 12 12 8 12 17 13 7 9 13 6 10 17 12 10 13 12 14 1 
0 14 14 14 0 14 0 0 0 0 6 11 4 10 10 10 14 4 13 14 8 13 17 11 15 13 13 17 7 17 17 4 6 14 5 4 12 14 8 4 5 12 4 14 7 6 15 11 11 12 
14 0 0 0 14 0 14 14 14 14 8 4 10 10 14 10 7 13 17 6 6 5 13 4 16 15 14 12 10 13 13 11 12 12 8 12 17 13 7 9 13 6 10 17 12 10 13 12 14 1 
0 14 14 14 0 14 0 0 0 0 6 11 4 10 10 10 14 4 13 14 8 13 17 11 15 13 13 17 7 17 17 4 6 14 5 4 12 14 8 4 5 12 4 14 7 6 15 11 11 12 
0 14 14 14 0 14 0 0 0 0 6 11 4 10 10 10 14 4 13 14 8 13 17 11 15 13 13 17 7 17 17 4 6 14 5 4 12 14 8 4 5 12 4 14 7 6 15 11 11 12 
0 14 14 14 0 14 0 0 0 0 6 11 4 10 10 10 14 4 13 14 8 13 17 11 15 13 13 17 7 17 17 4 6 14 5 4 12 14 8 4 5 12 4 14 7 6 15 11 11 12 
0 14 14 14 0 14 0 0 0 0 6 11 4 10 10 10 14 4 13 14 8 13 17 11 15 13 13 17 7 17 17 4 6 14 5 4 12 14 8 4 5 12 4 14 7 6 15 11 11 12 
6 8 8 8 6 8 6 6 6 6 0 4 2 4 7 4 7 4 10 7 2 6 11 4 10 9 8 11 2 11 11 3 4 9 1 3 10 8 1 2 5 6 2 11 4 1 9 6 7 6 
11 4 4 4 11 4 11 11 11 11 4 0 6 6 10 6 4 9 13 4 3 2 10 0 12 11 10 9 6 10 10 8 8 8 5 8 13 9 3 6 9 3 7 13 8 6 9 8 10 2 
4 10 10 10 4 10 4 4 4 4 2 6 0 6 8 6 10 3 11 10 3 8 14 6 12 10 10 13 3 14 13 1 4 11 1 3 11 10 3 0 4 8 1 12 5 3 11 8 9 8 
10 10 10 10 10 10 10 10 10 10 4 6 6 0 3 0 5 5 6 5 6 5 7 6 6 4 4 7 2 7 7 6 4 4 6 5 7 4 4 6 5 5 5 7 2 3 5 2 4 8 
10 14 14 14 10 14 10 10 10 10 7 10 8 3 0 3 9 5 3 9 9 9 8 10 4 2 2 8 5 8 8 7 4 5 8 5 3 4 7 8 4 8 7 4 2 5 5 2 0 12 
10 10 10 10 10 10 10 10 10 10 4 6 6 0 3 0 5 5 6 6 6 5 7 6 6 5 4 7 2 7 7 5 4 4 6 5 7 4 4 6 5 5 5 7 2 3 5 2 4 8 
14 7 7 7 14 7 14 14 14 14 7 4 10 5 9 5 0 11 11 0 7 2 5 5 9 8 8 4 7 6 5 10 10 5 9 10 12 6 6 10 11 2 10 11 8 8 6 6 9 6 
4 13 13 13 4 13 4 4 4 4 4 9 3 5 5 5 11 0 8 10 6 10 13 9 10 8 8 12 3 13 12 1 1 10 4 0 7 9 5 4 1 9 2 9 3 3 10 7 6 11 
13 17 17 17 13 17 13 13 13 13 10 13 11 6 3 6 11 8 0 11 13 12 8 13 3 2 2 9 8 8 8 10 7 6 11 9 1 4 10 11 7 11 10 0 6 8 5 4 2 15 
14 6 6 6 14 6 14 14 14 14 7 4 10 5 9 6 0 10 11 0 7 1 6 4 9 9 8 5 7 7 6 10 9 5 9 10 12 7 6 9 11 1 9 12 8 8 6 6 9 6 
8 6 6 6 8 6 8 8 8 8 2 3 3 6 9 6 7 6 13 7 0 5 12 3 12 11 11 11 4 13 12 5 6 10 2 6 12 10 2 3 7 5 4 13 7 4 11 8 10 4 
13 5 5 5 13 5 13 13 13 13 6 2 8 5 9 5 2 10 12 1 5 0 8 2 10 10 9 7 6 8 7 9 9 6 7 9 12 8 5 8 10 0 8 12 8 7 8 7 9 4 
17 13 13 13 17 13 17 17 17 17 11 10 14 7 8 7 5 13 8 6 12 8 0 10 5 6 6 1 10 0 0 13 11 2 13 12 10 4 10 13 12 7 13 8 9 11 2 6 8 12 
11 4 4 4 11 4 11 11 11 11 4 0 6 6 10 6 5 9 13 4 3 2 10 0 12 11 10 9 6 11 10 8 8 8 5 8 13 9 3 6 9 3 7 13 8 6 10 8 10 2 
15 16 16 16 15 16 15 15 15 15 10 12 12 6 4 6 9 10 3 9 12 10 5 12 0 1 2 5 8 5 5 11 8 4 12 10 4 2 10 12 9 9 11 3 7 9 2 3 3 14 
13 15 15 15 13 15 13 13 13 13 9 11 10 4 2 5 8 8 2 9 11 10 6 11 1 0 0 6 7 6 6 9 6 4 10 8 3 2 9 10 7 9 9 2 5 7 3 2 2 13 
13 14 14 14 13 14 13 13 13 13 8 10 10 4 2 4 8 8 2 8 11 9 6 10 2 0 0 6 6 6 5 9 6 4 10 8 3 2 8 10 7 8 9 3 5 7 3 2 1 13 
17 12 12 12 17 12 17 17 17 17 11 9 13 7 8 7 4 12 9 5 11 7 1 9 5 6 6 0 9 1 0 13 11 2 12 12 10 4 10 13 12 6 12 9 9 10 3 5 8 11 
7 10 10 10 7 10 7 7 7 7 2 6 3 2 5 2 7 3 8 7 4 6 10 6 8 7 6 9 0 10 9 3 2 7 3 2 8 7 2 3 3 6 2 9 2 0 8 5 5 8 
17 13 13 13 17 13 17 17 17 17 11 10 14 7 8 7 6 13 8 7 13 8 0 11 5 6 6 1 10 0 0 13 11 2 13 13 10 4 11 14 12 7 13 8 10 11 2 6 8 13 
17 13 13 13 17 13 17 17 17 17 11 10 13 7 8 7 5 12 8 6 12 7 0 10 5 6 5 0 9 0 0 13 11 2 12 12 9 3 10 13 12 7 12 8 9 10 2 5 7 12 
4 11 11 11 4 11 4 4 4 4 3 8 1 6 7 5 10 1 10 10 5 9 13 8 11 9 9 13 3 13 13 0 2 10 2 1 9 10 4 2 2 9 0 11 4 2 11 7 7 9 
