70 4063.21 0 1680 14 120
31.56 37.85 98.13 64.51 25.07 27.56 48.49 75.83 29.14 15.56 20.34 39.05 59.48 35.41 25.76 23.39 87.07 16.58 16.87 13.53 68.89 52.81 81.25 41.91 13.12 16.84 16.44 50.3 25.97 78.95 72.44 96.2 31.66 46.16 97.94 85.96 82.48 51.93 69.22 74.16 46.58 96.34 92.32 75.3 91.74 15.04 91.24 12.9 79.4 52.06 24.6 32.07 18.88 3.68 59.2 65.21 95.72 84.96 9.34 49.28 63.67 35.63 90.32 64.72 6.67 1.55 36.01 28.22 93.54 24.09 
22.88 52.09 82.07 57.63 17.82 85.29 37.48 41.93 87.13 10.52 41.57 71.3 49.37 38.46 43.99 62.59 84.91 77.53 71.49 38.78 21.95 26.82 11.4 85.63 31.71 54.5 23.59 47.72 36.95 81.2 68.12 50.47 43.2 50.81 65.5 66.39 82.05 31.56 49.98 85.04 30.2 87.35 83.79 13.71 75.55 36.75 68.16 87.85 13.95 66.92 89.99 42.07 33.67 41.54 58.73 26.79 56.74 71.82 21.46 19.78 55.92 20.26 44.06 70.65 15.37 63.81 47.4 61.84 86.14 65.03 
3 4 9 6 3 3 5 7 3 2 2 4 6 4 3 3 8 2 2 2 7 5 8 4 2 2 2 5 3 8 7 9 3 5 9 8 8 5 7 7 5 9 9 7 9 2 9 2 8 5 3 3 2 1 6 6 9 8 1 5 6 4 9 6 1 1 4 3 9 3 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 
3 3 2 2 3 3 1 2 3 1 1 3 2 3 3 3 3 1 1 1 2 1 3 3 1 1 1 1 3 3 2 2 3 1 2 3 3 1 2 2 1 2 2 2 2 1 2 1 3 1 3 3 1 1 2 2 2 3 1 1 2 3 2 2 1 1 3 3 2 3 
2 2 1 1 2 2 1 2 2 3 3 2 1 2 2 2 1 3 3 3 2 1 1 2 3 3 3 1 2 1 2 1 2 1 1 1 1 1 2 2 1 1 1 2 1 3 1 3 1 1 2 2 3 3 1 1 1 1 3 1 1 2 1 1 3 3 2 2 1 2 
1 5 5 3 7 6 7 10 3 4 8 6 10 8 4 9 9 5 10 6 2 4 8 2 1 10 7 5 5 6 2 6 1 10 5 8 5 7 8 2 6 4 4 7 4 9 5 10 10 9 1 5 9 7 4 7 5 1 1 6 9 8 7 4 4 9 10 8 8 9 
3647.06 3953.66 3952.34 3241.39 3585.83 3080.72 4367.64 3410.31 4713.29 4764.87 3894.34 3272.99 3335.99 3881.03 4761.18 3677.29 3668.8 3968.45 3337.1 3223.42 3715.46 4762.71 3908.19 3768.46 3595.8 3398.9 3520.5 3964.16 3960.93 3177.74 3671.54 3303.86 3630.96 3256.33 3954.25 3913.77 3959.19 3861.85 3898.46 3867.87 3110.23 4763.44 4765.58 3859.25 4760.54 3674.0 3969.11 3323.27 3218.14 3678.64 3616.68 3969.54 3677.76 3658.09 4764.31 4288.41 3953.61 3585.33 3643.34 3063.03 3669.3 3916.68 4822.43 4764.64 4765.15 3682.78 3198.52 3876.01 3877.49 3664.42 
0.21 0.77 0.77 0.68 0.38 0.77 0.36 0.3 0.58 0.49 0.39 0.76 0.32 0.5 0.45 0.61 0.61 0.78 0.4 0.71 0.31 0.58 0.43 0.08 0.78 0.19 0.3 0.78 0.77 0.72 0.07 0.71 0.3 0.33 0.78 0.51 0.77 0.3 0.54 0.19 0.76 0.49 0.55 0.32 0.44 0.7 0.77 0.38 0.25 0.72 0.81 0.77 0.66 0.35 0.88 0.39 0.77 0.74 0.67 0.7 0.7 0.53 0.29 0.58 0.53 0.74 0.26 0.39 0.5 0.7 
0.87 0.81 0.68 1.0 0.5 0.5 0.76 0.99 0.67 0.74 0.74 0.71 0.97 0.92 0.51 1.0 0.98 1.0 0.99 1.0 0.94 0.64 0.82 0.59 1.0 0.53 0.89 0.8 1.0 0.83 0.63 0.61 0.61 1.0 1.0 0.63 0.75 0.67 0.99 0.97 0.64 0.71 0.87 0.97 0.72 0.83 0.65 0.56 0.98 0.92 0.59 0.65 0.68 0.99 0.84 0.92 0.98 0.68 0.93 0.53 1.0 0.94 0.71 0.54 0.63 1.0 0.95 1.0 0.51 0.61 
1.0 0.67 1.0 1.0 0.55 0.84 0.63 1.0 1.0 0.68 0.54 0.54 0.55 0.84 0.51 0.54 0.86 0.79 0.56 0.75 0.69 1.0 0.73 0.73 0.99 1.0 1.0 0.53 0.51 0.51 0.74 0.85 0.51 0.92 0.94 1.0 0.52 0.94 0.53 0.98 0.63 0.9 0.88 0.56 1.0 0.87 0.56 0.88 0.71 0.89 0.97 1.0 1.0 0.85 0.58 1.0 0.7 0.84 0.65 1.0 0.67 0.91 0.95 0.84 0.57 0.55 0.55 0.75 0.52 0.79 
0.66 1.0 0.87 0.9 0.65 0.84 0.96 0.9 0.53 0.57 0.76 1.0 0.86 0.55 0.52 1.0 0.8 0.94 0.84 0.86 0.98 0.93 1.0 0.83 0.7 0.8 0.77 0.87 0.82 0.82 1.0 0.9 0.87 0.95 0.92 0.59 0.99 0.92 0.9 0.76 1.0 0.74 1.0 0.9 1.0 1.0 0.51 0.96 0.87 0.61 0.56 0.77 0.61 0.74 0.92 0.62 0.64 0.51 0.58 0.92 1.0 0.8 0.62 0.85 0.84 0.86 1.0 0.81 1.0 0.59 
0.8 0.58 0.71 1.0 1.0 0.69 0.65 1.0 0.64 0.74 0.52 1.0 0.69 0.9 0.58 0.64 0.92 0.84 0.58 0.93 0.85 0.8 1.0 0.87 0.91 0.96 0.55 0.88 0.52 0.96 0.71 0.81 0.77 0.79 0.98 1.0 0.74 0.91 1.0 0.54 0.76 0.9 0.87 1.0 0.85 0.51 0.98 1.0 0.62 0.51 0.69 0.54 0.9 0.99 1.0 0.93 0.84 0.98 0.7 0.51 0.95 0.56 0.53 0.59 1.0 0.96 0.67 0.7 0.82 0.6 
0.51 0.53 0.82 1.0 1.0 0.96 0.69 0.95 0.8 0.78 1.0 0.54 0.86 0.99 0.71 0.57 0.87 0.68 1.0 0.68 0.94 1.0 0.7 1.0 0.91 0.61 0.68 0.53 1.0 0.95 0.58 0.75 0.99 0.94 0.91 0.94 1.0 0.73 0.52 0.56 0.72 0.85 0.79 1.0 0.65 0.58 0.86 1.0 0.76 0.96 1.0 1.0 1.0 0.54 1.0 0.7 0.51 1.0 0.85 0.92 0.88 1.0 1.0 1.0 0.8 0.5 0.76 0.98 0.81 0.9 
0.23 0.17 0.34 0.9 0.18 0.24 0.2 0.84 0.18 0.16 0.16 0.21 0.27 0.38 0.05 0.2 0.54 0.43 0.27 0.41 0.51 0.48 0.42 0.31 0.58 0.25 0.25 0.17 0.22 0.31 0.19 0.28 0.21 0.65 0.77 0.35 0.29 0.39 0.24 0.22 0.22 0.36 0.52 0.49 0.4 0.21 0.15 0.48 0.29 0.25 0.22 0.27 0.37 0.34 0.45 0.37 0.19 0.28 0.21 0.23 0.55 0.38 0.22 0.23 0.24 0.23 0.27 0.42 0.18 0.15 
1130.69 1156.85 1282.8 1846.07 1145.85 1022.77 1422.55 1433.51 1727.3 808.76 1624.53 1035.72 1583.64 1482.43 765.94 666.07 794.74 1252.89 1663.4 915.13 1479.38 846.62 1723.88 940.24 1371.25 1621.47 1060.7 1217.19 1220.07 978.4 862.12 964.4 1385.53 1392.55 1250.04 2089.73 1206.17 1069.19 1785.74 934.55 907.68 727.98 702.98 1426.71 593.61 1069.6 1176.21 1529.43 1462.09 602.47 1368.64 1449.99 572.03 978.39 1097.28 952.32 1478.58 1030.36 1353.34 864.48 616.54 1383.7 1311.59 846.86 888.45 937.41 1523.56 1460.11 1358.09 786.14 
179.31 197.07 454.46 1679.6 217.49 201.26 293.08 1185.87 459.08 112.88 267.29 205.6 394.06 564.97 39.9 85.73 436.25 551.74 444.65 376.95 766.07 435.59 679.8 300.43 838.51 362.16 276.36 200.85 293.68 284.44 162.9 252.83 290.11 951.54 963.99 821.58 359.52 443.8 447.75 267.98 223.3 209.96 401.34 742.23 250.28 183.39 168.16 870.07 468.35 117.37 347.64 356.42 207.32 374.61 479.83 411.04 271.1 302.73 304.67 201.99 353.17 480.28 304.56 184.19 172.57 213.71 401.37 559.08 228.25 133.46 
5153.47 5284.27 5913.99 8730.37 5229.23 4613.84 6612.76 6667.56 8136.49 3543.78 7622.67 4678.59 7418.22 6912.14 3329.71 2830.35 3473.69 5764.47 7817.01 4075.64 6896.91 3733.11 8119.38 4201.21 6356.26 7607.37 4803.5 5585.93 5600.35 4391.98 3810.6 4322.01 6427.65 6462.73 5750.18 9948.67 5530.86 4845.95 8428.69 4172.73 4038.38 3139.89 3014.89 6633.54 2468.04 4847.98 5381.05 7147.14 6810.45 2512.34 6343.21 6749.94 2360.16 4391.94 4986.42 4261.61 6892.88 4651.82 6266.7 3822.41 2582.72 6418.5 6057.95 3734.28 3942.27 4187.03 7117.81 6800.57 6290.43 3430.68 
396.53 485.35 1772.29 7897.99 587.44 506.28 965.41 5429.35 1795.42 64.4 836.46 528.01 1470.31 2324.84 -300.51 -71.36 1681.26 2258.72 1723.24 1384.77 3330.36 1677.93 2899.02 1002.17 3692.57 1310.82 881.79 504.26 968.4 922.2 314.52 764.16 950.55 4257.7 4319.95 3607.92 1297.6 1719.02 1738.76 839.88 616.52 549.81 1506.71 3211.16 751.39 416.97 340.78 3850.33 1841.74 86.85 1238.22 1282.11 536.6 1373.03 1899.14 1555.18 855.52 1013.64 1023.34 509.95 1265.86 1901.39 1022.8 420.94 362.86 568.56 1506.86 2295.41 641.27 167.3 
145.88 158.15 118.57 97.24 143.43 123.23 87.35 102.31 188.53 95.3 77.89 130.92 100.08 155.24 190.45 147.09 146.75 79.37 66.74 64.47 111.46 95.25 156.33 150.74 71.92 67.98 70.41 79.28 158.44 127.11 110.15 99.12 145.24 65.13 118.63 156.55 158.37 77.24 116.95 116.04 62.2 142.9 142.97 115.78 142.82 73.48 119.07 66.47 128.73 73.57 144.67 158.78 73.56 73.16 142.93 128.65 118.61 143.41 72.87 61.26 110.08 156.67 144.67 142.94 95.3 73.66 127.94 155.04 116.32 146.58 
15 16 11 9 15 13 6 9 20 6 5 14 9 16 20 15 15 5 4 4 10 6 16 16 5 4 5 5 16 13 10 9 15 4 11 16 16 5 11 11 4 13 13 11 13 5 11 4 13 5 15 17 5 5 13 12 11 15 5 4 10 16 13 13 6 5 13 16 11 15 
15 55 2 58 71 63 70 42 20 57 103 25 62 23 15 1 47 9 119 7 88 6 25 62 27 94 101 39 109 93 19 51 46 71 33 74 57 90 12 89 38 89 13 112 30 106 79 14 112 115 82 50 26 92 80 58 97 73 49 18 64 17 87 25 118 71 48 17 88 60 
68 120 43 99 120 120 108 86 42 120 120 97 115 105 30 42 120 37 120 114 120 72 94 120 90 120 120 120 120 120 41 98 120 120 120 120 79 120 78 120 85 120 57 120 49 120 120 105 120 120 120 120 60 111 120 120 120 120 73 68 120 120 115 120 120 95 120 29 120 75 
10
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
100.0 0.0 0.0 100.0 0.0 100.0 100.0 0.0 0.0 0.0 
0 7 7 0 7 0 0 7 7 7 5 4 7 5 6 2 5 6 2 6 4 3 5 5 4 3 6 1 2 4 7 6 8 3 4 3 5 5 4 5 5 7 4 4 7 6 6 6 6 5 5 6 6 8 6 4 6 1 8 4 1 4 4 4 5 7 7 6 5 6 5 6 7 5 6 2 4 3 6 3 
7 0 0 7 0 7 7 0 0 0 2 4 9 6 2 6 4 6 6 1 3 5 5 3 3 4 8 5 5 2 5 4 5 6 2 4 2 4 3 8 7 7 3 4 8 7 8 4 6 8 3 9 8 5 8 2 8 6 5 6 6 3 2 2 5 5 7 7 1 3 6 2 7 6 1 4 4 4 9 4 
7 0 0 7 0 7 7 0 0 0 2 4 9 6 2 6 4 6 6 1 3 5 5 3 3 4 8 5 5 2 5 4 5 6 2 4 2 4 3 8 7 7 3 4 8 7 8 4 6 8 3 9 8 5 8 2 8 6 5 6 6 3 2 2 5 5 7 7 1 3 6 2 7 6 1 4 4 4 9 4 
0 7 7 0 7 0 0 7 7 7 5 4 7 5 6 2 5 6 2 6 4 3 5 5 4 3 6 1 2 4 7 6 8 3 4 3 5 5 4 5 5 7 4 4 7 6 6 6 6 5 5 6 6 8 6 4 6 1 8 4 1 4 4 4 5 7 7 6 5 6 5 6 7 5 6 2 4 3 6 3 
7 0 0 7 0 7 7 0 0 0 2 4 9 6 2 6 4 6 6 1 3 5 5 3 3 4 8 5 5 2 5 4 5 6 2 4 2 4 3 8 7 7 3 4 8 7 8 4 6 8 3 9 8 5 8 2 8 6 5 6 6 3 2 2 5 5 7 7 1 3 6 2 7 6 1 4 4 4 9 4 
0 7 7 0 7 0 0 7 7 7 5 4 7 5 6 2 5 6 2 6 4 3 5 5 4 3 6 1 2 4 7 6 8 3 4 3 5 5 4 5 5 7 4 4 7 6 6 6 6 5 5 6 6 8 6 4 6 1 8 4 1 4 4 4 5 7 7 6 5 6 5 6 7 5 6 2 4 3 6 3 
0 7 7 0 7 0 0 7 7 7 5 4 7 5 6 2 5 6 2 6 4 3 5 5 4 3 6 1 2 4 7 6 8 3 4 3 5 5 4 5 5 7 4 4 7 6 6 6 6 5 5 6 6 8 6 4 6 1 8 4 1 4 4 4 5 7 7 6 5 6 5 6 7 5 6 2 4 3 6 3 
7 0 0 7 0 7 7 0 0 0 2 4 9 6 2 6 4 6 6 1 3 5 5 3 3 4 8 5 5 2 5 4 5 6 2 4 2 4 3 8 7 7 3 4 8 7 8 4 6 8 3 9 8 5 8 2 8 6 5 6 6 3 2 2 5 5 7 7 1 3 6 2 7 6 1 4 4 4 9 4 
7 0 0 7 0 7 7 0 0 0 2 4 9 6 2 6 4 6 6 1 3 5 5 3 3 4 8 5 5 2 5 4 5 6 2 4 2 4 3 8 7 7 3 4 8 7 8 4 6 8 3 9 8 5 8 2 8 6 5 6 6 3 2 2 5 5 7 7 1 3 6 2 7 6 1 4 4 4 9 4 
7 0 0 7 0 7 7 0 0 0 2 4 9 6 2 6 4 6 6 1 3 5 5 3 3 4 8 5 5 2 5 4 5 6 2 4 2 4 3 8 7 7 3 4 8 7 8 4 6 8 3 9 8 5 8 2 8 6 5 6 6 3 2 2 5 5 7 7 1 3 6 2 7 6 1 4 4 4 9 4 
5 2 2 5 2 5 5 2 2 2 0 2 6 3 0 4 1 3 4 1 1 3 2 1 1 2 5 4 3 1 2 1 3 4 1 2 1 2 1 5 4 5 1 2 5 4 5 1 3 5 1 6 6 3 5 1 5 4 3 3 4 1 1 2 3 2 5 5 1 1 3 0 4 4 1 3 1 2 6 3 
4 4 4 4 4 4 4 4 4 4 2 0 4 1 2 2 1 2 2 3 1 1 1 0 1 1 4 2 2 1 3 2 4 2 2 1 2 0 1 3 2 4 0 0 4 3 3 1 2 3 1 4 4 3 4 1 3 3 4 1 2 0 1 2 1 2 4 3 2 2 1 2 3 2 3 2 0 0 4 1 
7 9 9 7 9 7 7 9 9 9 6 4 0 2 6 5 4 3 4 7 6 4 3 5 5 5 0 5 5 6 4 5 5 4 7 6 7 4 6 1 2 2 5 4 1 1 1 4 3 1 5 0 0 5 0 6 1 6 5 3 5 5 6 7 3 4 1 1 7 5 3 6 2 2 8 7 5 5 0 5 
5 6 6 5 6 5 5 6 6 6 3 1 2 0 4 3 1 1 3 4 3 2 0 2 2 2 2 3 3 3 2 2 3 2 4 3 4 1 3 1 0 2 2 1 2 1 2 2 0 2 2 3 2 3 2 3 2 4 3 1 3 2 3 4 0 2 2 1 4 2 0 3 2 0 5 4 2 2 2 2 
6 2 2 6 2 6 6 2 2 2 0 2 6 4 0 4 2 4 4 0 1 3 3 1 1 3 6 4 3 1 3 2 4 4 1 2 0 2 1 5 4 5 1 2 6 5 6 2 3 5 1 7 6 3 6 1 5 5 3 4 5 1 1 2 3 2 5 5 1 1 3 0 5 4 1 3 2 3 6 3 
2 6 6 2 6 2 2 6 6 6 4 2 5 3 4 0 3 4 0 5 3 1 3 3 2 1 4 0 1 3 5 4 6 1 3 2 4 3 3 3 3 5 3 2 5 4 3 4 3 3 4 4 4 6 4 3 4 1 6 2 0 3 3 3 2 4 5 4 4 4 3 4 5 2 5 2 2 1 4 1 
5 4 4 5 4 5 5 4 4 4 1 1 4 1 2 3 0 1 3 3 2 2 1 0 1 2 4 3 3 2 1 0 2 3 2 2 2 0 1 3 2 3 1 0 4 3 4 0 1 3 0 4 4 2 4 2 3 4 2 2 4 1 2 3 1 1 3 3 3 1 1 1 3 2 3 3 1 2 4 2 
6 6 6 6 6 6 6 6 6 6 3 2 3 1 4 4 1 0 4 4 3 3 1 2 3 4 3 4 4 4 1 1 2 3 4 4 4 1 3 2 1 1 3 2 2 1 2 1 0 3 2 3 3 2 2 4 2 5 2 2 5 3 4 5 1 1 1 2 4 2 1 3 1 2 5 5 2 3 3 4 
2 6 6 2 6 2 2 6 6 6 4 2 4 3 4 0 3 4 0 5 3 1 3 3 3 1 4 1 1 3 5 4 6 0 4 2 4 3 3 3 3 5 3 2 5 4 3 4 3 3 4 4 4 6 4 3 4 1 6 2 0 3 3 3 2 5 5 4 4 5 3 4 5 2 5 2 2 1 4 1 
6 1 1 6 1 6 6 1 1 1 1 3 7 4 0 5 3 4 5 0 2 4 4 2 2 3 7 4 4 2 3 2 4 5 1 3 0 3 2 6 5 6 2 3 7 6 6 3 4 6 2 7 7 4 7 1 6 5 4 4 5 2 1 2 4 3 6 6 0 2 4 1 5 5 0 3 3 3 7 3 
4 3 3 4 3 4 4 3 3 3 1 1 6 3 1 3 2 3 3 2 0 2 2 1 0 1 5 2 2 0 3 2 4 3 0 0 1 2 0 5 4 5 0 1 5 5 5 2 3 4 2 6 5 4 5 0 5 3 4 2 3 0 0 1 3 3 5 5 1 2 3 1 5 3 2 2 1 1 6 1 
3 5 5 3 5 3 3 5 5 5 3 1 4 2 3 1 2 3 1 4 2 0 2 2 2 1 3 1 1 2 4 3 5 1 3 1 3 1 2 2 2 4 2 1 4 3 3 2 2 2 2 4 3 4 3 3 3 2 5 0 1 2 3 3 1 3 4 3 4 3 2 3 4 1 4 2 1 1 4 1 
5 5 5 5 5 5 5 5 5 5 2 1 3 0 3 3 1 1 3 4 2 2 0 1 2 2 3 3 3 3 2 1 3 2 3 3 3 0 2 2 1 2 2 0 2 2 2 1 0 2 1 3 3 2 2 3 2 4 2 1 3 2 3 4 0 1 2 2 4 2 0 2 2 1 4 4 1 2 3 2 
5 3 3 5 3 5 5 3 3 3 1 0 5 2 1 3 0 2 3 2 1 2 1 0 0 1 4 3 2 1 2 1 3 3 1 1 1 1 0 4 3 4 0 1 4 4 4 1 2 4 0 5 5 3 4 1 4 3 3 2 3 0 1 2 2 2 4 4 2 1 2 1 3 3 2 3 0 1 5 2 
4 3 3 4 3 4 4 3 3 3 1 1 5 2 1 2 1 3 3 2 0 2 2 0 0 1 5 2 2 0 3 2 4 3 1 0 1 1 0 4 3 5 0 1 5 4 4 2 3 4 1 5 5 4 5 0 4 3 4 2 3 0 0 1 2 3 5 4 1 2 2 1 4 3 2 2 0 1 5 1 
3 4 4 3 4 3 3 4 4 4 2 1 5 2 3 1 2 4 1 3 1 1 2 1 1 0 4 1 0 1 4 3 5 2 2 0 2 2 1 4 3 5 1 1 5 4 4 3 3 3 2 5 5 5 4 1 4 1 5 2 1 1 2 2 2 3 5 4 3 3 2 3 4 3 3 1 1 0 5 0 
6 8 8 6 8 6 6 8 8 8 5 4 0 2 6 4 4 3 4 7 5 3 3 4 5 4 0 5 5 6 4 4 5 3 6 5 6 3 5 0 1 2 4 3 1 1 0 4 2 0 4 0 0 5 0 6 1 5 5 2 4 4 6 6 2 4 2 0 7 5 2 5 2 1 7 6 4 4 0 4 
1 5 5 1 5 1 1 5 5 5 4 2 5 3 4 0 3 4 1 4 2 1 3 3 2 1 5 0 0 2 5 4 6 1 3 1 3 3 2 4 4 6 2 2 5 5 4 4 4 4 4 5 5 6 5 2 5 0 6 2 1 2 3 2 3 5 5 4 4 4 3 4 5 3 4 1 2 1 5 1 
2 5 5 2 5 2 2 5 5 5 3 2 5 3 3 1 3 4 1 4 2 1 3 2 2 0 5 0 0 2 5 4 6 2 2 1 3 2 2 4 3 5 2 2 5 4 4 3 4 4 3 5 5 5 5 2 5 1 6 2 1 2 2 2 3 4 5 4 3 4 3 3 5 3 4 1 2 1 5 0 
4 2 2 4 2 4 4 2 2 2 1 1 6 3 1 3 2 4 3 2 0 2 3 1 0 1 6 2 2 0 4 2 5 3 0 1 1 2 0 5 4 5 1 2 6 5 5 2 4 5 2 6 6 4 6 0 5 3 5 3 3 1 0 0 3 3 6 5 1 2 3 2 5 4 1 1 1 1 6 2 
7 5 5 7 5 7 7 5 5 5 2 3 4 2 3 5 1 1 5 3 3 4 2 2 3 4 4 5 5 4 0 1 1 4 4 4 3 2 3 4 3 2 3 2 3 3 4 1 2 4 1 5 4 0 4 3 3 6 0 3 5 2 3 4 2 0 3 3 4 1 2 2 2 3 4 5 2 4 4 4 
6 4 4 6 4 6 6 4 4 4 1 2 5 2 2 4 0 1 4 2 2 3 1 1 2 3 4 4 4 2 1 0 2 4 2 3 2 1 2 4 3 3 1 1 4 3 4 0 2 4 0 5 4 1 4 2 4 5 2 2 4 1 2 3 2 0 3 3 3 0 2 1 2 3 3 4 1 3 5 3 
8 5 5 8 5 8 8 5 5 5 3 4 5 3 4 6 2 2 6 4 4 5 3 3 4 5 5 6 6 5 1 2 0 6 5 5 4 3 4 4 4 2 4 3 4 3 5 2 2 5 2 5 5 0 4 5 4 7 0 4 6 4 4 5 3 1 3 4 5 2 3 3 2 4 5 6 4 5 5 5 
3 6 6 3 6 3 3 6 6 6 4 2 4 2 4 1 3 3 0 5 3 1 2 3 3 2 3 1 2 3 4 4 6 0 4 2 4 2 3 2 2 4 3 2 4 3 2 3 3 2 3 3 3 5 3 3 3 2 5 1 1 3 4 4 2 4 4 3 5 4 2 4 4 1 5 3 2 1 3 1 
4 2 2 4 2 4 4 2 2 2 1 2 7 4 1 3 2 4 4 1 0 3 3 1 1 2 6 3 2 0 4 2 5 4 0 1 0 2 0 5 4 6 1 2 6 5 6 2 4 5 2 7 6 4 6 0 6 4 4 3 4 1 0 0 3 3 6 5 0 2 4 1 5 4 1 2 1 2 6 2 
