40 3198.91 0 1680 1 1680
18.8 14.36 1.69 37.48 65.47 29.73 6.45 84.81 47.59 19.27 5.01 38.26 85.03 72.18 65.41 13.22 71.81 56.93 48.86 36.58 68.32 82.4 31.34 40.39 74.11 98.38 7.6 51.61 26.07 6.82 62.56 91.92 16.5 25.02 51.05 73.43 35.55 37.22 98.66 60.46 
16.48 16.57 15.24 43.18 12.63 23.86 89.16 81.57 35.92 22.75 70.77 24.09 13.01 67.11 55.93 63.23 62.46 56.04 19.43 29.33 49.79 28.31 70.3 19.47 19.82 55.83 64.21 81.14 82.77 40.43 19.76 71.47 42.97 66.75 48.07 53.26 19.28 52.9 29.74 30.07 
2 2 1 4 6 3 1 8 5 2 1 4 8 7 6 2 7 6 5 4 7 8 3 4 7 9 1 5 3 1 6 9 2 3 5 7 4 4 9 6 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 
1 1 3 2 3 3 3 2 1 1 3 2 2 2 3 1 2 3 1 2 2 2 3 2 2 1 3 1 3 3 3 1 1 3 1 2 2 2 1 3 
2 2 1 2 1 1 1 2 2 2 1 2 2 1 1 2 1 1 2 2 1 2 1 2 1 3 1 2 1 1 1 3 2 1 2 1 2 2 3 1 
3 3 6 9 7 5 9 7 1 1 7 1 4 8 6 1 9 7 2 2 3 4 5 4 3 1 4 8 10 10 10 3 8 10 10 4 6 6 8 10 
4811.27 4850.16 3714.72 4367.39 3611.24 3099.74 4619.88 3634.38 3377.78 3162.87 3736.42 3309.88 3473.26 4805.57 3694.4 3240.31 4482.19 3665.33 3734.77 4512.44 4818.51 3477.74 4034.52 3681.86 4786.08 3339.78 3385.01 4475.83 4111.54 4117.21 4114.27 4789.94 3671.82 4123.43 4124.7 3649.69 3622.97 3621.03 3685.34 4115.54 
0.17 0.02 0.15 0.48 0.6 0.32 0.35 0.67 0.39 0.54 0.59 0.47 0.29 0.59 0.09 0.49 0.46 0.6 0.24 0.18 0.07 0.27 0.3 0.41 0.21 0.33 0.38 0.58 0.71 0.61 0.5 0.1 0.19 0.72 0.74 0.44 0.09 0.1 0.13 0.74 
0.78 0.51 1.0 0.72 0.63 0.73 0.51 0.54 0.81 0.61 0.72 0.51 1.0 0.84 1.0 0.67 0.54 1.0 1.0 0.63 0.79 1.0 0.82 0.85 0.69 0.65 0.94 0.99 0.54 1.0 0.85 1.0 0.9 0.81 1.0 0.86 0.51 1.0 1.0 0.92 
0.76 0.84 0.85 0.67 0.54 0.66 1.0 0.57 0.54 0.78 1.0 0.67 0.68 0.96 0.57 1.0 0.77 0.61 0.54 0.77 0.95 0.63 1.0 1.0 1.0 0.51 0.91 1.0 0.76 1.0 0.53 0.84 0.6 1.0 1.0 1.0 0.96 0.55 0.57 0.87 
0.57 0.51 0.56 0.8 0.7 1.0 1.0 0.62 0.97 0.94 1.0 0.99 0.92 0.8 0.61 0.78 0.56 0.95 0.65 1.0 0.85 0.6 0.96 0.95 0.61 1.0 1.0 1.0 0.66 0.62 0.98 0.9 1.0 0.78 0.98 0.54 0.53 1.0 1.0 0.62 
0.88 0.68 1.0 1.0 0.83 0.64 1.0 0.67 0.65 1.0 0.65 0.99 0.73 0.99 0.73 0.71 0.67 0.62 0.62 0.67 0.76 0.51 0.79 1.0 0.87 0.55 0.61 0.75 0.93 1.0 0.91 0.69 0.9 0.74 0.99 0.76 0.93 1.0 0.63 0.98 
0.55 0.57 0.94 0.57 0.93 1.0 0.87 1.0 0.94 0.73 0.8 1.0 0.6 0.83 0.99 1.0 1.0 0.99 0.69 0.84 0.72 0.85 0.99 0.65 0.85 0.99 0.76 0.97 0.85 1.0 1.0 0.72 0.55 1.0 0.91 0.71 0.64 0.71 1.0 0.98 
0.16 0.09 0.45 0.22 0.18 0.31 0.45 0.13 0.26 0.33 0.37 0.34 0.27 0.53 0.25 0.37 0.16 0.35 0.15 0.27 0.34 0.16 0.61 0.53 0.31 0.18 0.39 0.73 0.21 0.62 0.4 0.37 0.27 0.47 0.88 0.25 0.16 0.39 0.36 0.48 
1772.51 1453.11 1004.11 1643.04 1072.58 542.63 1659.03 992.22 883.51 755.83 766.73 708.58 1312.48 2152.11 864.61 802.24 1573.09 929.4 904.29 760.9 1008.09 1334.17 501.65 1562.21 1685.5 690.63 968.61 1643.56 1792.11 1866.22 1388.75 1295.25 1483.82 2247.22 2773.63 1309.85 742.06 948.15 1035.38 1903.36 
242.24 130.85 429.49 372.78 222.27 168.11 740.42 148.92 233.5 270.03 269.25 224.34 330.47 1151.86 198.33 316.14 176.39 345.63 90.33 244.37 348.23 212.65 296.12 791.55 565.05 143.64 371.81 1242.88 461.88 1173.62 555.89 552.53 421.75 1142.61 2391.03 363.98 94.53 402.87 417.04 833.71 
8362.57 6765.56 4520.55 7715.19 4862.9 2213.14 7795.14 4461.11 3917.57 3279.17 3333.64 3042.88 6062.39 10260.54 3823.05 3511.22 7365.45 4147.0 4021.44 3304.51 4540.47 6170.84 2008.27 7311.05 7927.51 2953.13 4343.06 7717.81 8460.54 8831.11 6443.73 5976.23 6919.1 10736.12 13368.16 6049.25 3210.28 4240.74 4676.92 9016.8 
711.19 154.25 1647.43 1363.91 611.34 340.57 3202.08 244.59 667.49 850.17 846.24 621.72 1152.35 5259.32 491.67 1080.71 381.93 1228.15 -48.37 721.87 1241.13 563.25 980.62 3457.74 2325.27 218.22 1359.07 5714.38 1809.38 5368.11 2279.47 2262.65 1608.74 5213.05 11455.15 1319.9 -27.36 1514.36 1585.21 3668.57 
96.23 97.0 148.59 131.02 144.45 123.99 184.8 109.03 67.56 63.26 149.46 99.3 104.2 144.17 147.78 64.81 134.47 146.61 74.7 135.37 144.56 104.33 161.38 110.46 143.58 66.8 135.4 89.52 164.46 164.69 164.57 95.8 73.44 164.94 82.49 109.49 108.69 108.63 73.71 164.62 
96 97 222 174 216 185 277 145 67 63 224 132 138 192 221 64 179 219 74 180 192 139 242 147 191 66 203 89 246 247 246 95 73 247 82 145 144 144 73 246 
569 613 834 515 263 848 874 742 1070 679 995 206 500 795 432 150 584 1260 1379 1588 1223 575 589 650 301 1496 1673 512 887 857 984 1365 1277 571 676 294 18 1216 1017 1637 
1612 1019 1161 1680 828 1680 1519 1680 1317 847 1680 1408 906 1680 997 556 1309 1680 1680 1680 1680 1680 1680 1680 548 1680 1680 1396 1680 1680 1549 1680 1680 1680 1003 1257 1300 1680 1582 1680 
5
0.0 0.0 0.0 0.0 0.0 
0.0 100.0 100.0 0.0 0.0 
0 100 100 0 0 25 21 15 57 66 38 89 117 59 29 70 45 86 98 86 64 95 79 52 46 84 87 76 44 76 113 64 96 86 41 65 116 46 71 70 90 40 64 103 67 
100 0 0 100 100 85 84 84 68 109 81 12 86 79 79 29 85 121 79 78 39 81 71 94 79 84 109 43 90 109 107 36 54 31 59 101 96 59 41 72 87 88 60 121 92 
100 0 0 100 100 85 84 84 68 109 81 12 86 79 79 29 85 121 79 78 39 81 71 94 79 84 109 43 90 109 107 36 54 31 59 101 96 59 41 72 87 88 60 121 92 
0 100 100 0 0 25 21 15 57 66 38 89 117 59 29 70 45 86 98 86 64 95 79 52 46 84 87 76 44 76 113 64 96 86 41 65 116 46 71 70 90 40 64 103 67 
0 100 100 0 0 25 21 15 57 66 38 89 117 59 29 70 45 86 98 86 64 95 79 52 46 84 87 76 44 76 113 64 96 86 41 65 116 46 71 70 90 40 64 103 67 
25 85 85 25 25 0 4 17 32 46 13 73 92 34 6 56 20 66 73 61 47 70 54 30 21 59 64 55 21 55 88 49 72 66 26 43 91 26 50 45 65 16 40 80 43 
21 84 84 21 21 4 0 12 35 51 17 73 95 38 7 55 25 70 76 64 46 73 58 34 25 63 69 56 26 59 92 48 74 67 25 48 95 26 51 48 69 21 42 85 48 
15 84 84 15 15 17 12 0 45 63 29 74 106 50 19 55 37 83 87 75 49 84 68 47 37 75 81 62 38 72 104 49 82 71 25 61 106 31 56 59 81 34 51 98 60 
57 68 68 57 57 32 35 45 0 41 20 55 60 12 27 42 19 56 42 30 31 39 23 26 13 31 47 27 23 43 62 36 40 41 30 34 61 20 26 14 37 23 9 62 26 
66 109 109 66 66 46 51 63 41 0 37 96 71 29 47 83 29 19 54 43 72 50 44 17 33 37 23 67 25 11 54 77 69 80 64 7 64 57 67 38 41 30 49 37 18 
38 81 81 38 38 13 17 29 20 37 0 69 79 21 10 53 8 56 60 47 42 57 42 19 8 46 52 46 11 44 75 46 61 59 28 33 78 23 43 32 52 7 29 69 31 
89 12 12 89 89 73 73 74 55 96 69 0 78 67 67 18 72 109 69 67 26 70 60 81 66 73 97 31 77 96 97 24 45 20 48 89 87 47 29 60 75 75 47 109 80 
117 86 86 117 117 92 95 106 60 71 79 78 0 58 88 80 73 68 19 32 73 23 37 71 71 35 53 54 76 62 29 79 33 58 88 65 12 78 61 47 30 79 55 53 56 
59 79 79 59 59 34 38 50 12 29 21 67 58 0 31 55 15 43 39 26 43 35 22 16 12 24 35 38 17 31 54 48 45 51 41 22 56 31 38 12 31 20 19 51 14 
29 79 79 29 29 6 7 19 27 47 10 67 88 31 0 50 19 66 69 56 40 65 50 29 18 56 63 49 21 54 85 43 66 60 21 43 87 20 44 40 62 16 35 79 41 
70 29 29 70 70 56 55 55 42 83 53 18 80 55 50 0 57 98 67 62 11 67 53 67 52 66 88 26 62 85 94 7 47 24 30 76 86 30 20 51 70 59 36 102 68 
45 85 85 45 45 20 25 37 19 29 8 72 73 15 19 57 0 48 54 41 46 50 37 11 5 39 44 46 5 36 67 50 58 59 35 24 71 28 44 27 45 5 28 60 22 
86 121 121 86 86 66 70 83 56 19 56 109 68 43 66 98 48 0 55 47 87 51 51 36 51 40 15 78 45 12 44 92 75 91 82 23 58 74 80 48 41 49 62 21 29 
98 79 79 98 98 73 76 87 42 54 60 69 19 39 69 67 54 55 0 13 59 4 18 53 51 17 40 40 57 47 28 64 24 48 70 48 20 60 47 28 13 60 37 45 38 
86 78 78 86 86 61 64 75 30 43 47 67 32 26 56 62 41 47 13 0 52 9 8 40 39 6 32 36 44 37 32 58 28 47 60 36 30 50 41 16 8 47 28 42 26 
64 39 39 64 64 47 46 49 31 72 42 26 73 43 40 11 46 87 59 52 0 58 44 56 41 56 77 19 51 74 85 5 42 23 23 65 79 20 12 40 61 49 26 91 57 
95 81 81 95 95 70 73 84 39 50 57 70 23 35 65 67 50 51 4 9 58 0 16 48 48 13 35 41 53 42 27 64 27 50 68 43 22 58 46 25 9 56 35 42 34 
79 71 71 79 79 54 58 68 23 44 42 60 37 22 50 53 37 51 18 8 44 16 0 37 33 12 37 29 40 40 41 49 25 40 52 36 38 42 33 9 16 42 19 49 26 
52 94 94 52 52 30 34 47 26 17 19 81 71 16 29 67 11 36 53 40 56 48 37 0 15 36 34 53 8 25 61 60 61 67 46 13 67 40 52 28 41 13 35 50 15 
46 79 79 46 46 21 25 37 13 33 8 66 71 12 18 52 5 51 51 39 41 48 33 15 0 37 45 41 10 38 67 45 53 54 31 27 69 24 39 23 43 10 23 62 23 
84 84 84 84 84 59 63 75 31 37 46 73 35 24 56 66 39 40 17 6 56 13 12 36 37 0 25 42 41 30 30 62 35 53 62 30 32 52 46 17 6 44 31 36 21 
87 109 109 87 87 64 69 81 47 23 52 97 53 35 63 88 44 15 40 32 77 35 37 34 45 25 0 66 42 11 31 82 61 78 76 21 44 67 69 37 26 47 51 16 22 
76 43 43 76 76 55 56 62 27 67 46 31 54 38 49 26 46 78 40 36 19 41 29 53 41 42 66 0 51 66 68 24 22 13 38 59 60 31 7 29 45 51 18 78 49 
44 90 90 44 44 21 26 38 23 25 11 77 76 17 21 62 5 45 57 44 51 53 40 8 10 41 42 51 0 33 68 55 62 64 39 22 73 33 49 30 47 4 33 59 22 
76 109 109 76 76 55 59 72 43 11 44 96 62 31 54 85 36 12 47 37 74 42 40 25 38 30 11 66 33 0 43 79 65 79 70 11 54 62 67 36 33 38 49 26 17 
113 107 107 113 113 88 92 104 62 54 75 97 29 54 85 94 67 44 28 32 85 27 41 61 67 30 31 68 68 43 0 91 53 77 92 50 16 82 74 47 25 72 61 26 45 
64 36 36 64 64 49 48 49 36 77 46 24 79 48 43 7 50 92 64 58 5 64 49 60 45 62 82 24 55 79 91 0 47 26 23 70 84 23 17 46 66 52 31 97 62 
96 54 54 96 96 72 74 82 40 69 61 45 33 45 66 47 58 75 24 28 42 27 25 61 53 35 61 22 62 65 53 47 0 25 60 62 41 51 30 33 35 63 31 69 51 
86 31 31 86 86 66 67 71 41 80 59 20 58 51 60 24 59 91 48 47 23 50 40 67 54 53 78 13 64 79 77 26 25 0 46 72 66 40 16 42 55 64 31 89 62 
41 59 59 41 41 26 25 25 30 64 28 48 88 41 21 30 35 82 70 60 23 68 52 46 31 62 76 38 39 70 92 23 60 46 0 59 90 10 31 44 67 35 32 92 54 
65 101 101 65 65 43 48 61 34 7 33 89 65 22 43 76 24 23 48 36 65 43 36 13 27 30 21 59 22 11 50 70 62 72 59 0 59 51 60 30 35 27 41 37 10 
