10 477.82 0 1680 1 1680
18.34 57.06 14.63 13.65 86.42 81.49 5.24 1.51 94.41 85.99 
88.42 57.54 24.05 41.23 73.71 10.13 11.94 75.1 35.84 81.0 
2 6 2 2 8 8 1 1 9 8 
1 2 3 4 5 6 7 8 9 10 
1 2 1 1 1 1 2 2 1 1 
1 1 1 1 3 3 1 1 2 3 
10 3 7 10 7 1 8 1 9 1 
4128.43 3540.97 4977.37 3585.3 3875.07 4208.59 4376.27 4126.69 4788.51 4152.61 
0.71 0.28 0.17 0.36 0.16 0.37 0.61 0.59 0.65 0.19 
0.81 0.96 0.6 0.81 0.88 0.66 1.0 0.83 0.93 0.56 
1.0 0.69 1.0 0.64 0.93 1.0 0.87 0.63 0.85 0.8 
1.0 0.65 0.72 0.72 0.97 0.54 0.7 1.0 0.82 0.75 
0.55 0.95 1.0 0.7 1.0 0.82 0.66 0.76 0.54 1.0 
1.0 0.76 0.7 0.91 0.93 0.89 0.83 0.69 0.55 1.0 
0.45 0.31 0.3 0.24 0.74 0.26 0.34 0.28 0.19 0.33 
1211.29 514.03 1163.67 1107.55 1139.72 840.44 1860.59 1012.7 494.57 743.15 
597.52 158.25 357.21 227.42 844.08 211.73 699.52 300.71 100.18 276.34 
5556.47 2070.14 5318.34 5037.77 5198.58 3702.2 8802.94 4563.52 1972.87 3215.76 
2487.62 291.26 1286.06 637.1 3720.39 558.67 2997.59 1003.56 0.9 881.72 
82.57 106.23 99.55 71.71 77.5 84.17 131.29 123.8 95.77 83.05 
82 141 99 71 77 84 175 165 95 83 
170 71 961 799 397 510 586 608 1101 996 
1472 995 1129 1680 1321 1056 1510 1680 1680 1680 
2
0.0 0.0 
100.0 0.0 
0 100 21 71 77 60 90 121 88 24 114 88 
100 0 90 81 28 43 113 82 13 75 100 118 
21 90 0 49 64 47 69 100 77 21 92 68 
71 81 49 0 54 46 33 53 69 58 43 37 
77 28 64 54 0 17 87 68 15 52 80 91 
60 43 47 46 17 0 79 74 30 35 80 82 
90 113 69 33 87 79 0 63 102 84 38 7 
121 82 100 53 68 74 63 0 76 103 28 71 
88 13 77 69 15 30 102 76 0 63 92 106 
24 75 21 58 52 35 84 103 63 0 100 84 
114 100 92 43 80 80 38 28 92 100 0 45 
88 118 68 37 91 82 7 71 106 84 45 0 
