70 3208.4 0 1680 14 120
54.06 76.51 4.24 38.99 39.14 30.31 7.35 96.98 96.67 2.54 5.47 25.24 74.61 49.22 24.85 47.09 8.03 27.86 50.32 64.77 28.55 12.55 87.75 67.97 87.1 96.38 74.73 72.54 95.95 64.9 40.68 34.83 16.05 72.95 13.59 73.88 79.97 74.16 62.78 6.15 6.08 4.53 87.17 42.6 36.05 16.18 59.1 62.44 36.62 75.85 79.54 16.94 64.4 48.49 26.19 52.33 94.45 79.68 14.03 36.44 85.03 9.34 39.05 90.11 40.38 54.32 97.74 1.6 19.61 13.22 
81.52 15.26 89.9 76.15 39.26 31.4 44.37 40.11 38.38 16.55 15.91 80.12 53.5 25.02 11.14 45.14 48.57 10.72 11.94 29.48 39.51 78.45 81.86 14.49 49.97 70.21 82.74 44.8 20.25 18.73 89.88 22.82 85.65 32.06 12.34 14.89 19.5 52.47 78.45 57.26 74.56 13.1 32.98 54.65 65.83 13.07 59.59 87.09 35.89 50.4 68.75 68.43 76.54 81.36 50.57 75.87 15.86 79.32 61.06 58.63 85.04 62.53 33.13 30.83 63.46 13.24 66.69 26.14 55.15 17.96 
5 7 1 4 4 3 1 9 9 1 1 3 7 5 3 5 1 3 5 6 3 2 8 7 8 9 7 7 9 6 4 4 2 7 2 7 8 7 6 1 1 1 8 4 4 2 6 6 4 7 8 2 6 5 3 5 9 8 2 4 8 1 4 9 4 5 9 1 2 2 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 
3 1 1 3 3 3 1 1 1 1 1 3 1 3 3 3 1 3 3 1 3 2 2 1 2 1 1 1 1 1 3 3 2 1 2 1 2 1 1 1 1 1 2 3 3 2 1 1 3 1 2 2 1 3 3 3 1 2 2 3 2 1 3 1 3 3 1 1 2 2 
1 3 3 1 1 2 3 2 2 3 3 2 3 1 2 1 3 2 1 3 2 3 3 3 3 2 3 3 2 3 1 1 3 3 3 3 3 3 3 3 3 3 3 1 1 3 3 3 1 3 3 3 3 1 2 1 2 3 3 1 3 3 1 2 1 1 2 3 3 3 
5 2 1 10 5 5 8 7 9 4 2 3 9 9 7 4 3 9 5 4 5 1 10 2 1 2 2 9 3 10 10 10 7 1 4 8 5 7 4 5 1 2 4 4 9 6 1 8 2 5 7 1 2 8 2 9 10 3 10 3 6 8 10 9 7 8 9 7 5 8 
4137.65 4241.73 4119.59 3304.63 4142.16 4182.4 4464.43 3483.4 4053.6 4264.15 4177.86 4151.09 4595.33 4285.31 3423.57 4261.82 4150.11 4146.73 4227.35 4257.29 4169.36 3892.64 3449.75 4350.06 4276.99 4372.59 4080.18 3754.13 4150.49 3353.24 3388.27 3507.89 3453.88 4195.57 4248.71 4639.59 4200.01 3499.11 4266.83 4081.46 4311.18 4085.1 4257.26 4265.11 4065.67 3932.83 4304.82 4162.9 4270.5 4160.72 3395.82 3374.54 4362.7 4199.78 4060.98 4119.39 3424.39 4150.68 3495.76 4149.97 4025.44 3767.67 3417.54 3734.74 3500.68 4210.01 4177.66 3498.58 4093.29 3975.72 
0.35 0.05 0.43 0.14 0.18 0.22 0.85 0.42 0.07 0.21 0.04 0.26 0.03 0.08 0.31 0.16 0.24 0.14 0.32 0.1 0.19 0.42 0.1 0.04 0.46 0.04 0.04 0.09 0.32 0.12 0.16 0.15 0.43 0.41 0.15 0.78 0.29 0.48 0.19 0.22 0.35 0.03 0.23 0.18 0.14 0.35 0.36 0.76 0.04 0.34 0.29 0.36 0.03 0.73 0.04 0.01 0.19 0.25 0.15 0.37 0.3 0.73 0.21 0.14 0.56 0.84 0.02 0.62 0.23 0.85 
0.51 1.0 0.86 0.77 0.79 0.66 1.0 1.0 1.0 0.76 0.75 0.71 0.94 0.65 1.0 0.53 0.59 0.72 1.0 0.54 0.92 0.74 0.94 0.7 1.0 0.61 1.0 0.84 0.9 0.83 1.0 0.5 1.0 0.68 0.72 0.83 1.0 1.0 0.7 1.0 0.85 1.0 0.87 0.52 0.51 0.87 0.62 0.66 1.0 1.0 0.99 1.0 0.58 0.87 0.56 1.0 0.67 0.84 0.73 0.67 0.56 0.58 0.6 0.71 0.88 0.56 0.54 0.72 0.93 0.68 
1.0 0.81 0.95 0.62 0.53 1.0 0.78 1.0 0.94 0.85 0.51 1.0 0.98 0.69 0.57 0.88 0.93 1.0 0.9 0.58 0.87 0.76 1.0 0.9 1.0 0.76 0.89 0.96 0.89 0.58 0.97 0.56 0.9 0.65 0.52 0.51 0.81 0.69 0.64 0.53 0.89 0.68 0.81 0.64 0.55 0.7 0.62 1.0 0.82 0.9 0.98 0.59 0.61 0.66 1.0 0.6 1.0 0.92 1.0 0.61 0.62 0.83 0.92 0.79 0.7 0.54 1.0 0.75 0.71 0.66 
0.9 0.55 0.63 1.0 0.77 0.83 0.68 0.76 0.52 0.51 1.0 0.64 0.67 0.7 0.62 0.79 0.97 0.7 0.9 0.96 0.6 1.0 1.0 0.54 0.95 0.95 0.98 0.55 0.82 0.89 0.79 0.89 0.68 0.86 1.0 0.76 0.6 0.64 1.0 0.96 0.89 0.84 0.78 0.95 0.99 0.99 0.73 1.0 0.59 0.98 0.74 0.61 0.89 0.51 0.64 0.56 0.78 0.52 0.91 0.68 1.0 1.0 0.9 0.8 0.51 0.73 1.0 0.55 1.0 0.86 
1.0 0.53 1.0 0.52 0.93 0.85 0.78 0.82 0.76 0.69 0.83 0.8 0.98 0.56 0.81 0.81 0.64 0.62 1.0 0.79 0.55 0.57 0.92 0.92 0.93 0.56 0.92 0.78 0.58 0.81 0.55 0.6 0.78 0.51 1.0 0.55 1.0 0.96 1.0 0.72 0.82 0.87 0.62 0.61 0.74 0.94 0.57 0.53 1.0 0.99 1.0 0.91 0.73 0.73 0.67 1.0 0.8 0.97 0.8 0.6 0.71 0.63 0.6 1.0 0.95 0.64 0.82 1.0 1.0 0.74 
0.93 0.51 0.63 0.8 0.61 0.9 0.5 0.95 0.66 0.7 0.6 1.0 1.0 0.68 0.77 0.59 1.0 0.57 0.94 0.7 0.99 1.0 0.67 0.85 1.0 0.53 0.66 0.88 1.0 0.88 0.59 0.75 0.6 1.0 0.57 0.67 0.63 0.59 0.67 0.57 0.91 0.83 0.88 1.0 0.75 0.94 0.97 0.94 0.66 1.0 0.71 0.64 1.0 0.93 0.73 0.95 0.58 0.89 0.95 0.88 0.86 1.0 0.87 1.0 0.99 0.69 0.9 0.57 0.51 0.56 
0.42 0.12 0.32 0.2 0.18 0.42 0.21 0.59 0.24 0.16 0.19 0.37 0.61 0.12 0.22 0.18 0.34 0.18 0.77 0.16 0.26 0.32 0.58 0.26 0.89 0.13 0.53 0.3 0.38 0.31 0.25 0.11 0.29 0.19 0.22 0.12 0.31 0.25 0.3 0.21 0.5 0.41 0.3 0.19 0.16 0.54 0.16 0.33 0.32 0.87 0.51 0.21 0.23 0.2 0.18 0.32 0.24 0.35 0.5 0.15 0.21 0.3 0.25 0.45 0.29 0.1 0.4 0.17 0.33 0.16 
918.57 1279.54 898.6 518.07 869.11 598.58 1096.55 1241.89 526.01 973.48 1010.17 1976.04 645.82 698.57 1098.09 850.06 2085.32 678.65 786.79 692.55 868.28 891.46 667.05 1127.04 818.34 1331.54 1456.29 731.23 2445.55 629.08 592.49 545.95 1390.04 959.23 1203.49 1049.67 792.79 1542.09 757.6 712.8 846.55 1218.4 1131.64 1105.89 954.16 1174.26 958.01 1046.05 965.51 943.37 1280.91 884.45 1116.25 1068.97 1320.98 646.11 658.55 2112.67 678.76 2095.58 957.77 1079.69 582.36 656.43 940.04 963.5 624.28 1371.84 842.38 1013.76 
405.59 121.3 279.16 103.54 181.37 252.77 220.29 704.03 121.56 135.95 153.27 759.36 394.78 57.37 216.0 152.71 638.15 115.56 575.39 133.07 247.71 277.8 412.45 324.91 708.54 213.08 804.72 205.36 985.11 215.54 147.2 59.7 329.43 187.36 245.77 121.33 242.99 359.8 237.13 156.93 405.38 527.13 357.65 181.84 109.04 643.72 127.36 334.82 343.32 834.94 645.88 184.56 232.88 197.57 218.47 206.39 134.65 799.73 337.72 236.8 236.3 340.72 115.49 314.88 286.86 118.0 225.44 212.37 276.97 162.82 
4092.85 5897.71 3992.98 2090.33 3845.57 2492.9 4982.76 5709.47 2130.04 4367.39 4550.87 9380.21 2729.12 2992.85 4990.47 3750.32 9926.58 2893.27 3433.94 2962.77 3841.39 3957.31 2835.27 5135.21 3591.71 6157.72 6781.44 3156.15 11727.73 2645.41 2462.45 2229.75 6450.22 4296.13 5517.46 4748.34 3463.95 7210.45 3288.0 3063.99 3732.74 5591.99 5158.19 5029.45 4270.79 5371.31 4290.07 4730.23 4327.56 4216.83 5904.55 3922.23 5081.24 4844.83 6104.91 2730.57 2792.77 10063.33 2893.8 9977.91 4288.87 4898.45 2411.8 2782.13 4200.19 4317.51 2621.38 6359.22 3711.89 4568.82 
1527.93 106.5 895.79 17.72 406.83 763.83 601.44 3020.13 107.79 179.76 266.37 3296.82 1473.9 -213.17 579.99 263.55 2690.75 77.81 2376.94 165.33 738.56 888.98 1562.25 1124.56 3042.72 565.41 3523.6 526.8 4425.55 577.7 235.99 -201.48 1147.16 436.79 728.86 106.66 714.95 1299.02 685.65 284.64 1526.89 2135.66 1288.27 409.22 45.18 2718.61 136.82 1174.08 1216.62 3674.69 2729.4 422.82 664.39 487.86 592.37 531.95 173.26 3498.65 1188.58 684.02 681.48 1203.6 77.46 1074.42 934.31 90.02 627.19 561.84 884.84 314.11 
165.51 84.83 82.39 132.19 165.69 167.3 89.29 69.67 81.07 85.28 83.56 166.04 91.91 171.41 136.94 170.47 83.0 165.87 169.09 85.15 166.77 116.78 103.49 87.0 128.31 87.45 81.6 75.08 83.01 67.06 135.53 140.32 103.62 83.91 127.46 92.79 126.0 69.98 85.34 81.63 86.22 81.7 127.72 170.6 162.63 117.99 86.1 83.26 170.82 83.21 101.87 101.24 87.25 167.99 162.44 164.78 68.49 124.52 104.87 166.0 120.76 75.35 136.7 74.69 140.03 168.4 83.55 69.97 122.8 119.27 
17 6 5 14 17 17 6 4 5 6 5 17 6 18 14 18 5 17 18 6 17 11 9 6 12 6 5 5 5 4 14 15 9 5 12 6 12 4 6 5 6 5 12 18 17 11 6 5 18 5 9 9 6 17 17 17 4 11 9 17 11 5 14 5 15 18 5 4 11 11 
51 58 4 53 76 2 72 15 74 101 67 63 79 7 106 55 79 21 36 110 52 102 97 33 36 30 1 100 19 118 102 0 109 93 33 45 83 89 6 32 55 85 102 67 35 20 97 115 96 47 43 79 44 52 58 84 60 86 61 111 76 20 21 7 1 4 12 94 6 94 
117 120 66 97 120 23 120 50 120 113 110 120 120 114 120 90 110 120 120 120 120 120 120 58 120 77 29 120 31 120 120 78 120 120 109 95 120 113 21 120 120 120 120 102 79 93 120 120 120 120 74 120 120 120 118 120 120 120 120 120 120 79 81 114 80 74 107 120 37 120 
5
0.0 0.0 0.0 0.0 0.0 
100.0 0.0 100.0 100.0 0.0 
0 7 0 0 7 4 8 0 3 5 5 4 8 8 5 6 2 6 6 6 5 3 6 7 6 4 1 6 7 7 7 5 6 8 7 2 6 1 7 6 8 8 6 4 3 1 6 7 4 3 6 5 4 5 6 6 2 4 3 3 4 9 5 2 3 6 2 5 8 3 7 7 5 3 5 
7 0 7 7 0 6 5 6 6 3 3 3 7 7 1 1 6 6 3 1 4 3 2 3 5 3 5 8 4 7 8 7 6 7 4 7 2 6 5 1 5 5 6 7 4 5 0 6 4 5 1 5 7 3 6 7 5 7 6 4 6 6 8 4 4 8 4 3 6 5 3 8 1 4 1 
0 7 0 0 7 4 8 0 3 5 5 4 8 8 5 6 2 6 6 6 5 3 6 7 6 4 1 6 7 7 7 5 6 8 7 2 6 1 7 6 8 8 6 4 3 1 6 7 4 3 6 5 4 5 6 6 2 4 3 3 4 9 5 2 3 6 2 5 8 3 7 7 5 3 5 
0 7 0 0 7 4 8 0 3 5 5 4 8 8 5 6 2 6 6 6 5 3 6 7 6 4 1 6 7 7 7 5 6 8 7 2 6 1 7 6 8 8 6 4 3 1 6 7 4 3 6 5 4 5 6 6 2 4 3 3 4 9 5 2 3 6 2 5 8 3 7 7 5 3 5 
7 0 7 7 0 6 5 6 6 3 3 3 7 7 1 1 6 6 3 1 4 3 2 3 5 3 5 8 4 7 8 7 6 7 4 7 2 6 5 1 5 5 6 7 4 5 0 6 4 5 1 5 7 3 6 7 5 7 6 4 6 6 8 4 4 8 4 3 6 5 3 8 1 4 1 
4 6 4 4 6 0 4 3 1 3 3 4 4 4 5 5 2 2 4 5 2 4 5 4 3 3 2 2 4 3 3 1 2 5 4 1 4 2 3 5 4 4 2 0 3 3 6 4 2 1 5 1 0 3 2 2 2 0 0 2 0 5 1 3 2 2 3 3 4 1 4 3 5 3 5 
8 5 8 8 5 4 0 7 5 3 3 5 2 2 5 5 5 2 2 3 2 5 3 1 1 3 6 4 0 2 4 4 2 1 0 5 3 6 1 4 0 0 2 4 5 6 5 1 3 4 4 3 5 3 2 3 5 4 5 4 4 1 4 5 4 5 5 2 1 4 1 3 5 4 4 
0 6 0 0 6 3 7 0 2 4 4 3 7 7 5 5 1 5 5 5 4 2 5 6 6 3 1 5 7 6 6 5 5 8 6 2 5 0 6 5 7 7 5 4 2 1 5 7 3 2 5 4 4 4 5 5 1 4 3 3 3 8 5 2 3 5 1 4 7 3 6 6 4 2 5 
3 6 3 3 6 1 5 2 0 2 3 3 4 4 4 4 1 3 3 4 2 2 4 4 3 2 1 3 4 3 4 2 3 5 4 0 3 1 3 4 5 4 3 1 2 2 5 4 1 0 4 1 1 2 3 2 1 1 0 2 0 5 2 2 1 3 2 3 4 0 4 4 4 2 4 
5 3 5 5 3 3 3 4 2 0 0 2 4 4 3 2 3 2 1 2 0 2 2 2 1 0 3 4 2 3 4 4 2 4 2 3 1 3 2 2 3 3 2 3 2 3 3 3 1 1 2 2 3 0 2 3 2 3 3 1 2 4 4 2 1 4 2 0 3 1 2 4 2 1 2 
5 3 5 5 3 3 3 4 3 0 0 1 4 4 2 2 3 3 1 1 1 2 1 1 2 0 3 5 2 4 5 4 3 4 2 4 0 4 3 1 3 3 3 4 2 3 2 4 1 2 1 2 4 0 3 4 2 4 3 1 3 4 4 2 1 5 2 0 4 2 2 5 2 1 1 
4 3 4 4 3 4 5 3 3 2 1 0 6 6 2 2 2 4 3 2 2 0 2 3 4 1 2 6 4 5 6 5 4 6 4 4 2 3 4 2 5 5 4 4 0 2 2 5 2 2 2 3 4 2 4 5 1 4 3 1 3 6 5 1 2 6 1 2 5 2 4 6 1 1 1 
8 7 8 8 7 4 2 7 4 4 4 6 0 0 6 6 5 1 3 5 3 6 5 3 2 4 6 3 2 0 2 3 1 1 2 5 4 6 1 6 2 1 1 3 6 6 6 0 4 4 6 3 4 4 1 2 6 3 4 5 4 1 3 6 4 3 6 4 0 4 3 1 6 5 6 
8 7 8 8 7 4 2 7 4 4 4 6 0 0 6 6 5 1 3 5 3 6 5 3 2 4 6 3 2 1 2 3 1 1 2 5 4 6 1 6 2 1 1 3 6 6 6 0 4 4 6 3 4 4 1 2 6 3 4 5 4 1 3 6 4 3 6 4 0 4 3 2 6 5 6 
5 1 5 5 1 5 5 5 4 3 2 2 6 6 0 0 4 5 3 1 3 2 1 3 4 2 4 7 4 6 7 6 5 6 4 5 2 5 5 0 5 5 5 6 2 4 0 6 3 4 1 5 6 2 5 6 3 6 5 2 5 6 7 3 3 7 3 2 6 4 3 7 0 3 0 
6 1 6 6 1 5 5 5 4 2 2 2 6 6 0 0 4 5 3 1 3 2 1 3 4 2 4 7 4 6 7 6 5 6 4 5 2 5 4 0 4 5 5 6 2 4 0 5 3 4 0 4 6 2 5 6 3 6 5 2 5 6 6 3 3 7 3 2 6 4 3 7 0 2 0 
2 6 2 2 6 2 5 1 1 3 3 2 5 5 4 4 0 4 4 4 2 2 4 5 4 2 0 4 5 4 5 3 4 6 5 1 4 0 4 4 5 5 4 2 2 1 5 5 2 1 4 2 2 3 4 3 1 2 1 2 1 6 3 1 1 4 1 3 5 1 5 5 4 1 4 
6 6 6 6 6 2 2 5 3 2 3 4 1 1 5 5 4 0 2 4 2 4 4 3 1 3 4 2 2 0 1 2 0 2 2 3 3 4 1 5 2 2 0 1 4 5 5 1 2 2 5 1 2 2 0 1 4 1 2 3 2 3 1 4 2 2 4 2 1 2 3 1 5 3 5 
6 3 6 6 3 4 2 5 3 1 1 3 3 3 3 3 4 2 0 2 1 3 1 0 1 1 4 4 1 3 4 4 2 3 1 4 1 4 1 2 1 2 2 3 3 4 3 2 2 3 2 2 4 1 2 3 3 3 4 2 3 3 4 3 2 4 3 0 2 2 0 4 3 3 2 
6 1 6 6 1 5 3 5 4 2 1 2 5 5 1 1 4 4 2 0 2 2 0 1 3 2 4 6 3 5 6 6 4 5 2 5 1 5 3 0 3 3 4 5 3 4 1 4 3 3 0 4 6 1 4 5 4 5 5 2 5 4 6 3 3 6 3 1 4 3 2 6 1 3 0 
5 4 5 5 4 2 2 4 2 0 1 2 3 3 3 3 2 2 1 2 0 2 2 2 1 1 3 3 2 2 3 3 1 3 2 3 1 3 2 3 2 2 2 2 3 3 3 2 0 1 3 1 3 0 2 2 2 2 2 1 2 3 3 2 1 3 2 1 3 1 2 3 3 2 3 
3 3 3 3 3 4 5 2 2 2 2 0 6 6 2 2 2 4 3 2 2 0 3 3 4 1 2 6 4 5 6 5 4 6 4 3 2 2 4 2 5 5 4 4 0 1 2 5 2 2 2 3 4 2 4 5 1 4 3 1 3 6 5 0 2 6 1 2 5 2 4 6 1 0 2 
6 2 6 6 2 5 3 5 4 2 1 2 5 5 1 1 4 4 1 0 2 3 0 1 2 2 4 6 2 5 6 6 4 4 2 5 0 5 3 1 3 3 4 5 3 4 1 4 3 3 0 4 5 1 4 5 4 5 5 2 4 4 6 3 3 6 3 1 4 3 1 6 2 3 1 
7 3 7 7 3 4 1 6 4 2 1 3 3 3 3 3 5 3 0 1 2 3 1 0 1 2 5 5 1 3 5 5 2 3 1 5 1 5 2 2 1 2 3 4 4 5 3 3 3 3 2 3 5 1 3 4 4 4 4 3 4 3 5 4 3 5 4 1 3 3 0 5 3 3 2 
6 5 6 6 5 3 1 6 3 1 2 4 2 2 4 4 4 1 1 3 1 4 2 1 0 2 5 4 1 2 3 3 1 2 0 4 2 5 0 3 1 1 1 3 4 5 4 1 2 3 3 2 4 2 1 2 4 3 3 3 3 2 3 4 2 4 4 1 1 2 1 3 4 3 3 
4 3 4 4 3 3 3 3 2 0 0 1 4 4 2 2 2 3 1 2 1 1 2 2 2 0 3 5 3 4 5 4 3 5 2 3 1 3 3 2 3 3 3 3 2 2 2 4 1 1 2 2 4 0 3 4 2 3 3 0 3 5 4 1 1 5 2 0 4 1 2 5 2 1 1 
1 5 1 1 5 2 6 1 1 3 3 2 6 6 4 4 0 4 4 4 3 2 4 5 5 3 0 5 6 5 6 4 4 7 5 2 4 0 5 4 6 6 4 3 1 0 4 6 2 1 4 3 3 3 4 4 0 3 2 2 2 7 4 1 2 5 1 3 6 2 5 6 3 1 4 
6 8 6 6 8 2 4 5 3 4 5 6 3 3 7 7 4 2 4 6 3 6 6 5 4 5 5 0 5 2 1 0 2 4 4 3 5 5 3 7 4 4 2 1 6 5 7 3 3 3 7 2 1 4 2 1 5 1 2 4 2 4 0 5 4 0 5 4 3 3 5 1 7 5 7 
7 4 7 7 4 4 0 7 4 2 2 4 2 2 4 4 5 2 1 3 2 4 2 1 1 3 6 5 0 2 4 4 2 2 0 5 2 6 1 3 0 0 2 4 5 6 4 1 3 4 3 3 5 2 2 3 5 4 4 3 4 1 4 5 3 5 5 2 1 4 0 4 4 4 3 
7 7 7 7 7 3 2 6 3 3 4 5 0 1 6 6 4 0 3 5 2 5 5 3 2 4 5 2 2 0 1 2 1 2 2 4 4 5 1 5 2 2 0 2 5 6 6 1 3 3 5 2 3 3 0 1 5 2 3 4 3 2 2 5 3 2 5 3 1 3 3 1 6 4 5 
7 8 7 7 8 3 4 6 4 4 5 6 2 2 7 7 5 1 4 6 3 6 6 5 3 5 6 1 4 1 0 1 2 3 4 4 5 5 3 7 4 3 2 2 6 6 7 2 3 4 7 2 2 4 2 1 5 2 3 5 3 3 1 5 4 1 6 4 2 4 5 0 7 5 7 
5 7 5 5 7 1 4 5 2 4 4 5 3 3 6 6 3 2 4 6 3 5 6 5 3 4 4 0 4 2 1 0 2 4 4 2 5 4 3 6 4 4 2 0 5 4 7 3 3 3 6 1 0 4 2 1 4 0 1 4 1 4 0 4 3 0 4 4 3 2 5 2 6 4 6 
6 6 6 6 6 2 2 5 3 2 3 4 1 1 5 5 4 0 2 4 1 4 4 2 1 3 4 2 2 1 2 2 0 2 1 3 3 4 0 4 2 1 0 2 4 5 5 1 2 3 4 1 3 2 0 1 4 2 3 3 2 2 2 4 2 3 4 2 1 2 2 2 5 3 4 
8 7 8 8 7 5 1 8 5 4 4 6 1 1 6 6 6 2 3 5 3 6 4 3 2 5 7 4 2 2 3 4 2 0 2 6 4 7 1 5 1 1 2 4 6 7 6 1 4 5 5 3 5 4 2 3 6 4 5 5 5 0 4 6 5 4 6 4 0 5 3 3 6 5 5 
7 4 7 7 4 4 0 6 4 2 2 4 2 2 4 4 5 2 1 2 2 4 2 1 0 2 5 4 0 2 4 4 1 2 0 5 2 5 1 3 0 1 2 4 5 5 4 1 3 3 3 2 4 2 2 3 4 4 4 3 4 2 4 4 3 4 5 2 1 3 0 4 4 4 3 
2 7 2 2 7 1 5 2 0 3 4 4 5 5 5 5 1 3 4 5 3 3 5 5 4 3 2 3 5 4 4 2 3 6 5 0 4 1 4 5 5 5 3 1 3 2 6 5 2 1 5 2 1 3 3 3 2 1 0 2 1 6 2 2 2 3 2 4 5 1 5 4 5 2 5 
6 2 6 6 2 4 3 5 3 1 0 2 4 4 2 2 4 3 1 1 1 2 0 1 2 1 4 5 2 4 5 5 3 4 2 4 0 4 2 1 2 3 3 4 3 4 2 3 2 3 1 3 4 0 3 4 3 4 4 2 3 4 5 3 2 5 3 0 3 2 1 5 2 2 1 
