40 2335.75 0 1680 7 240
52.8 63.64 81.07 61.77 82.02 26.21 46.04 17.91 12.25 27.23 91.69 82.79 76.02 25.51 38.21 27.61 19.64 79.39 17.26 80.44 82.82 28.8 96.35 51.36 58.64 98.64 57.55 13.31 72.06 98.44 24.42 85.2 93.82 16.09 29.26 91.18 93.85 71.39 69.63 51.91 
15.15 12.02 34.41 53.64 17.71 71.4 38.79 48.97 55.13 14.37 24.84 39.68 53.95 28.69 32.12 85.37 44.43 85.38 81.4 56.69 78.79 80.64 16.84 82.13 85.96 40.09 34.47 84.7 41.89 48.13 60.75 25.78 48.47 49.82 52.93 42.07 18.93 22.3 78.39 53.22 
5 6 8 6 8 3 5 2 2 3 9 8 7 3 4 3 2 8 2 8 8 3 9 5 6 9 6 2 7 9 3 8 9 2 3 9 9 7 7 5 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 
2 3 2 3 2 2 2 2 2 2 1 2 1 2 3 2 2 2 2 2 2 2 1 2 3 1 3 2 1 1 2 2 1 2 2 1 1 1 1 2 
2 1 3 1 3 2 2 3 3 2 1 3 2 2 1 2 3 3 3 3 3 2 1 2 1 1 1 3 2 1 2 3 1 3 2 1 1 2 2 2 
5 6 1 2 4 7 6 1 8 7 8 1 3 10 1 5 3 7 6 4 3 8 8 2 9 7 2 6 1 1 9 5 1 10 9 10 10 5 1 7 
4555.45 3847.72 4057.43 3840.52 4083.19 4758.19 3781.58 4033.93 4131.49 4062.85 4024.99 4532.75 3762.42 3713.02 4296.49 4550.99 3731.05 4288.68 3816.99 3751.82 3711.37 4563.44 4367.31 3712.35 3474.95 4848.04 3873.26 3769.42 4400.0 4028.48 3744.85 4517.92 4235.22 4632.46 4176.3 4152.85 4320.46 4559.03 4554.6 3759.38 
0.65 0.17 0.66 0.76 0.22 0.48 0.66 0.74 0.74 0.49 0.58 0.73 0.4 0.64 0.9 0.09 0.39 0.51 0.45 0.2 0.4 0.63 0.7 0.72 0.4 0.53 0.72 0.61 0.89 0.8 0.52 0.22 0.65 0.64 0.4 0.64 0.63 0.66 0.8 0.5 
0.65 0.71 0.52 0.85 0.6 0.74 0.99 0.51 0.87 0.56 0.65 1.0 1.0 0.67 1.0 0.63 0.71 0.53 0.87 0.61 0.72 0.93 0.76 0.95 1.0 0.57 0.51 0.55 0.73 1.0 0.51 0.92 0.66 1.0 0.57 1.0 1.0 0.67 0.66 0.92 
0.62 0.95 1.0 1.0 1.0 0.83 0.59 0.96 0.83 0.61 0.73 0.88 0.8 0.95 0.81 0.83 0.52 0.64 0.6 0.92 1.0 0.84 1.0 1.0 0.88 0.66 0.94 1.0 0.7 0.73 0.81 1.0 0.66 0.63 0.58 1.0 0.85 1.0 0.79 0.84 
0.68 0.62 0.82 0.93 1.0 0.81 0.96 0.7 1.0 0.64 1.0 0.76 0.62 0.9 0.72 0.94 0.99 0.9 0.61 0.92 0.6 0.68 1.0 0.9 0.54 0.82 0.65 0.59 0.7 0.59 1.0 0.53 0.64 0.71 1.0 0.97 0.92 0.81 0.81 0.65 
1.0 0.65 0.62 0.82 0.95 0.94 0.85 0.58 0.72 1.0 0.63 0.89 0.54 0.85 0.7 0.59 0.7 0.87 0.54 0.53 0.83 1.0 0.97 0.94 0.87 0.69 0.79 0.66 0.9 0.59 0.98 0.95 0.66 0.61 0.57 0.51 0.65 0.81 0.66 1.0 
0.55 1.0 0.92 0.67 0.9 1.0 0.86 0.82 0.75 1.0 0.59 0.94 0.58 0.9 0.61 0.67 0.74 0.82 0.88 1.0 0.81 0.59 0.76 0.71 0.75 0.52 0.73 0.69 0.7 0.78 0.51 0.91 0.86 0.83 0.65 0.91 0.59 0.82 1.0 0.9 
0.15 0.27 0.24 0.44 0.51 0.47 0.41 0.16 0.39 0.22 0.18 0.56 0.16 0.44 0.25 0.19 0.19 0.21 0.15 0.27 0.29 0.31 0.56 0.57 0.31 0.11 0.18 0.15 0.22 0.2 0.21 0.42 0.16 0.23 0.12 0.46 0.3 0.36 0.28 0.45 
638.06 798.98 1544.34 765.17 1143.42 810.21 1215.62 1506.71 2057.44 571.37 1781.81 1580.56 863.8 1259.28 1503.76 482.08 1054.53 632.87 1073.37 1120.62 830.41 1549.75 2329.36 701.98 891.3 628.26 715.4 908.79 1320.14 1510.67 956.64 443.7 1432.76 1424.58 931.95 1147.43 1231.38 519.37 1358.2 758.34 
106.61 233.25 341.42 330.18 645.1 423.48 497.35 232.42 829.23 149.32 307.3 952.4 161.21 595.85 383.44 91.65 198.77 147.62 144.95 284.74 237.77 486.45 1387.63 380.64 222.16 67.14 151.24 160.04 326.04 256.98 221.58 166.12 166.59 323.88 146.35 534.3 308.34 196.86 432.99 330.43 
2690.29 3494.92 7221.7 3325.84 5217.08 3551.07 5578.09 7033.55 9787.19 2356.87 8409.03 7402.81 3819.02 5796.41 7018.78 1910.42 4772.67 2664.37 4866.87 5103.09 3652.04 7248.77 11146.79 3009.91 3956.49 2641.29 3077.01 4043.95 6100.7 7053.33 4283.21 1718.51 6663.82 6622.88 4159.74 5237.15 5656.88 2096.86 6291.0 3291.69 
33.06 666.23 1207.12 1150.89 2725.48 1617.39 1986.76 662.08 3646.14 246.61 1036.5 4261.99 306.04 2479.24 1417.22 -41.75 493.85 238.1 224.73 923.7 688.87 1932.27 6438.17 1403.22 610.82 -164.3 256.21 300.18 1130.22 784.89 607.92 330.61 332.97 1119.4 231.76 2171.52 1041.71 484.29 1664.93 1152.14 
136.66 153.91 121.72 153.62 122.5 142.75 113.45 121.02 123.94 121.89 80.5 135.98 75.25 111.39 171.86 136.53 111.93 128.66 114.51 112.55 111.34 136.9 87.35 111.37 139.0 96.96 154.93 113.08 88.0 80.57 112.35 135.54 84.7 138.97 125.29 83.06 86.41 91.18 91.09 112.78 
26 32 23 32 23 27 21 23 23 23 11 25 10 21 36 26 21 24 21 21 21 26 12 21 29 13 33 21 12 11 21 25 12 26 23 11 12 13 13 21 
163 127 64 114 62 87 28 220 122 146 215 188 128 119 71 139 98 5 148 124 174 95 49 60 216 77 101 224 112 137 33 128 147 155 221 157 142 8 6 214 
232 240 168 240 120 156 188 240 226 215 240 240 232 240 198 240 240 52 240 227 232 240 85 152 240 203 193 240 240 240 216 240 240 236 240 240 240 43 75 240 
2
0.0 0.0 
100.0 0.0 
0 14 14 15 14 11 16 5 10 7 6 12 16 14 12 10 11 4 8 11 3 13 12 4 18 7 8 16 12 2 13 15 6 16 15 7 7 15 17 15 10 9 
14 0 7 9 12 11 11 10 8 7 8 4 13 13 13 5 7 12 6 16 11 14 16 12 13 13 14 15 9 12 11 15 9 12 15 7 8 14 13 10 14 10 
14 7 0 1 4 5 4 8 3 6 8 3 5 5 6 4 3 10 6 10 10 7 10 9 6 9 10 7 2 11 4 8 7 4 7 7 6 6 5 2 9 5 
15 9 1 0 4 5 2 10 4 8 9 5 4 4 6 5 4 11 7 10 11 6 9 10 4 10 10 6 3 12 4 7 8 3 6 8 7 5 4 1 9 6 
14 12 4 4 0 3 2 9 5 9 10 8 2 0 2 7 6 10 8 7 11 3 6 9 3 8 8 2 3 12 1 3 8 1 2 9 7 1 2 2 6 4 
11 11 5 5 3 0 5 5 3 6 7 7 5 3 2 6 4 6 6 5 7 2 4 6 7 4 4 5 2 8 2 5 5 5 4 6 4 4 6 4 3 1 
16 11 4 2 2 5 0 11 5 10 11 7 1 3 5 8 6 12 9 9 12 5 8 11 2 10 10 3 4 13 3 4 10 1 4 10 9 3 1 1 8 6 
5 10 8 10 9 5 11 0 5 3 3 8 11 9 7 6 5 2 3 7 1 8 8 1 12 3 5 11 6 2 7 10 1 10 10 3 2 10 12 9 6 4 
10 8 3 4 5 3 5 5 0 4 5 4 6 5 4 3 1 7 3 8 7 5 7 6 7 6 6 7 1 8 3 7 4 5 6 4 3 6 7 4 6 2 
7 7 6 8 9 6 10 3 4 0 1 5 11 9 8 3 3 5 0 10 4 9 10 4 12 6 7 11 6 5 7 11 1 10 10 0 1 10 11 8 8 4 
6 8 8 9 10 7 11 3 5 1 0 6 12 10 9 4 4 4 1 10 3 9 10 4 13 6 7 12 7 4 8 12 1 11 11 0 2 11 12 9 8 5 
12 4 3 5 8 7 7 8 4 5 6 0 9 8 8 2 2 10 4 12 9 9 12 9 9 10 11 10 5 10 7 11 6 8 10 5 5 9 9 6 10 6 
16 13 5 4 2 5 1 11 6 11 12 9 0 2 4 9 7 12 10 8 13 4 7 12 1 10 9 2 5 14 3 3 10 0 3 11 9 2 0 2 8 6 
14 13 5 4 0 3 3 9 5 9 10 8 2 0 2 8 6 10 9 6 11 2 5 9 3 7 7 2 3 11 1 2 8 2 2 9 7 1 3 2 5 4 
12 13 6 6 2 2 5 7 4 8 9 8 4 2 0 8 6 8 8 4 9 0 3 7 6 5 5 3 3 9 1 3 7 4 2 8 6 2 5 4 3 3 
10 5 4 5 7 6 8 6 3 3 4 2 9 8 8 0 1 8 2 11 7 8 10 7 10 8 9 10 4 8 6 10 4 8 10 3 3 9 9 6 9 5 
11 7 3 4 6 4 6 5 1 3 4 2 7 6 6 1 0 7 3 9 7 6 9 7 8 7 8 8 2 8 5 8 4 6 8 4 3 7 8 4 7 3 
4 12 10 11 10 6 12 2 7 5 4 10 12 10 8 8 7 0 5 7 1 8 7 0 13 3 4 12 8 2 8 11 3 11 10 5 4 10 13 10 6 5 
8 6 6 7 8 6 9 3 3 0 1 4 10 9 8 2 3 5 0 10 5 8 10 5 11 7 8 11 5 5 7 11 2 9 10 0 1 10 11 8 8 4 
11 16 10 10 7 5 9 7 8 10 10 12 8 6 4 11 9 7 10 0 8 4 1 7 10 4 2 7 7 9 6 5 8 8 5 10 8 6 9 9 1 6 
3 11 10 11 11 7 12 1 7 4 3 9 13 11 9 7 7 1 5 8 0 9 9 1 14 4 5 13 8 0 9 12 3 12 11 4 4 11 14 11 7 6 
13 14 7 6 3 2 5 8 5 9 9 9 4 2 0 8 6 8 8 4 9 0 3 8 6 5 5 3 4 10 2 2 8 4 2 9 7 2 5 5 3 4 
12 16 10 9 6 4 8 8 7 10 10 12 7 5 3 10 9 7 10 1 9 3 0 7 9 4 3 5 7 9 5 4 8 7 4 10 8 5 8 8 1 5 
4 12 9 10 9 6 11 1 6 4 4 9 12 9 7 7 7 0 5 7 1 8 7 0 13 3 4 11 7 2 8 10 2 11 10 4 3 10 12 10 5 5 
18 13 6 4 3 7 2 12 7 12 13 9 1 3 6 10 8 13 11 10 14 6 9 13 0 11 11 3 6 15 4 4 12 2 4 12 10 3 0 3 9 8 
7 13 9 10 8 4 10 3 6 6 6 10 10 7 5 8 7 3 7 4 4 5 4 3 11 0 1 9 6 5 6 8 4 9 7 6 5 8 10 9 2 4 
8 14 10 10 8 4 10 5 6 7 7 11 9 7 5 9 8 4 8 2 5 5 3 4 11 1 0 8 7 6 6 7 6 9 7 7 6 7 10 9 1 4 
16 15 7 6 2 5 3 11 7 11 12 10 2 2 3 10 8 12 11 7 13 3 5 11 3 9 8 0 5 13 3 1 11 2 1 11 10 1 3 4 6 6 
12 9 2 3 3 2 4 6 1 6 7 5 5 3 3 4 2 8 5 7 8 4 7 7 6 6 7 5 0 9 2 6 6 4 5 6 4 4 5 2 6 2 
2 12 11 12 12 8 13 2 8 5 4 10 14 11 9 8 8 2 5 9 0 10 9 2 15 5 6 13 9 0 10 13 3 13 12 4 5 12 14 12 8 7 
13 11 4 4 1 2 3 7 3 7 8 7 3 1 1 6 5 8 7 6 9 2 5 8 4 6 6 3 2 10 0 3 7 2 3 8 6 2 4 2 5 3 
15 15 8 7 3 5 4 10 7 11 12 11 3 2 3 10 8 11 11 5 12 2 4 10 4 8 7 1 6 13 3 0 10 3 0 11 9 1 4 5 5 6 
6 9 7 8 8 5 10 1 4 1 1 6 10 8 7 4 4 3 2 8 3 8 8 2 12 4 6 11 6 3 7 10 0 10 10 1 1 9 11 8 6 4 
16 12 4 3 1 5 1 10 5 10 11 8 0 2 4 8 6 11 9 8 12 4 7 11 2 9 9 2 4 13 2 3 10 0 3 10 8 2 1 2 7 6 
15 15 7 6 2 4 4 10 6 10 11 10 3 2 2 10 8 10 10 5 11 2 4 10 4 7 7 1 5 12 3 0 10 3 0 11 9 0 4 4 5 6 
7 7 7 8 9 6 10 3 4 0 0 5 11 9 8 3 4 5 0 10 4 9 10 4 12 6 7 11 6 4 8 11 1 10 11 0 1 10 11 8 8 5 
7 8 6 7 7 4 9 2 3 1 2 5 9 7 6 3 3 4 1 8 4 7 8 3 10 5 6 10 4 5 6 9 1 8 9 1 0 8 10 7 6 3 
