10 869.93 0 1680 14 120
48.35 47.79 61.85 26.54 51.68 92.77 39.84 86.23 8.97 28.07 
24.22 59.84 17.98 67.57 12.49 33.37 45.64 27.74 86.45 60.29 
5 5 6 3 5 9 4 8 1 3 
1 2 3 4 5 6 7 8 9 10 
1 1 2 2 1 3 3 3 3 2 
1 1 1 2 1 2 3 1 1 2 
3 7 5 7 6 2 7 3 4 1 
4407.03 4201.64 4203.95 4269.53 3431.78 3927.03 4163.15 4293.33 4467.63 4527.69 
0.53 0.58 0.35 0.77 0.71 0.24 0.64 0.43 0.79 0.18 
1.0 1.0 0.65 0.76 0.65 0.94 0.95 1.0 0.94 0.8 
0.56 0.58 1.0 0.69 0.81 0.71 0.85 0.67 1.0 0.71 
0.81 0.62 0.84 0.55 0.61 0.91 0.66 0.51 0.78 0.57 
0.87 0.83 0.52 0.8 0.76 1.0 0.63 0.63 0.89 0.9 
0.77 0.68 1.0 0.75 0.91 0.52 0.62 0.76 1.0 0.55 
0.3 0.21 0.29 0.17 0.22 0.31 0.2 0.16 0.66 0.16 
2254.22 1181.53 1139.36 1522.43 1629.21 627.54 1268.46 1909.73 858.56 1129.31 
682.19 172.89 302.24 297.41 380.61 192.8 286.72 298.56 575.99 182.34 
10771.09 5407.64 5196.79 7112.16 7646.04 2637.71 5842.28 9048.67 3792.78 5146.57 
2910.93 364.44 1011.21 987.06 1403.03 464.02 933.58 992.81 2379.94 411.68 
88.14 84.03 126.12 128.09 68.64 157.08 166.53 171.73 178.71 135.83 
6 6 12 12 4 16 17 18 19 12 
23 99 38 69 51 52 97 48 101 32 
120 120 104 120 90 120 120 120 120 120 
2
0.0 0.0 
0.0 100.0 
0 7 3 5 4 5 3 7 4 6 6 4 
7 0 6 4 7 2 7 8 4 8 1 3 
3 6 0 2 1 3 0 3 1 2 5 2 
5 4 2 0 3 1 3 3 1 3 3 1 
4 7 1 3 0 4 0 2 2 1 6 3 
5 2 3 1 4 0 4 5 1 5 1 0 
3 7 0 3 0 4 0 3 2 2 6 3 
7 8 3 3 2 5 3 0 3 0 7 5 
4 4 1 1 2 1 2 3 0 3 3 1 
6 8 2 3 1 5 2 0 3 0 6 4 
6 1 5 3 6 1 6 7 3 6 0 2 
4 3 2 1 3 0 3 5 1 4 2 0 
