40 3755.65 0 1680 7 240
37.83 25.82 62.72 93.3 59.52 29.63 2.52 91.78 85.59 75.83 94.75 83.6 53.92 53.04 38.53 61.01 63.61 31.71 96.92 79.57 82.14 49.61 51.07 91.83 25.9 57.56 64.45 36.74 79.14 16.91 72.24 83.23 48.37 63.1 41.03 28.62 71.8 19.28 2.96 41.21 
11.61 85.55 37.85 32.93 85.64 17.15 63.52 27.53 11.45 39.8 17.88 82.58 55.17 66.79 70.27 49.0 57.54 12.62 72.54 31.19 13.71 59.06 48.24 41.3 11.16 25.25 59.99 43.39 61.76 28.89 44.64 34.12 14.43 81.59 61.14 54.35 84.61 62.3 11.35 10.75 
4 3 6 9 6 3 1 9 8 7 9 8 5 5 4 6 6 3 9 8 8 5 5 9 3 6 6 4 8 2 7 8 5 6 4 3 7 2 1 4 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 
2 2 3 3 3 2 2 3 2 3 3 2 3 3 2 3 3 2 3 2 2 3 3 3 2 3 3 2 2 3 3 2 3 3 2 2 3 3 2 2 
3 2 1 2 1 2 2 2 2 1 2 2 3 3 3 1 1 2 2 2 2 3 3 2 2 1 1 3 2 3 1 2 3 1 3 2 1 3 2 3 
3 5 9 5 5 6 7 6 10 8 8 1 10 1 7 9 6 6 6 6 10 3 5 5 6 6 1 3 3 7 5 3 8 2 4 2 5 5 10 3 
4160.09 3064.8 3082.93 3092.22 3103.9 4533.24 3842.16 4048.96 4546.34 4148.43 4382.69 4892.76 4559.07 4897.45 4121.9 3084.14 4595.69 3810.05 4219.9 4808.43 4541.05 4489.01 3080.0 3123.36 4479.46 4225.45 4892.75 4102.46 3934.27 3989.16 3075.51 3932.07 4331.38 3802.77 4837.08 3758.04 3044.99 3105.89 3886.11 4031.19 
0.5 0.38 0.72 0.3 0.29 0.18 0.67 0.19 0.34 0.72 0.77 0.71 0.31 0.76 0.71 0.32 0.19 0.16 0.15 0.12 0.37 0.61 0.14 0.28 0.12 0.19 0.74 0.68 0.72 0.57 0.2 0.62 0.71 0.8 0.59 0.74 0.34 0.18 0.37 0.81 
0.69 0.95 0.93 0.72 0.72 0.66 1.0 0.82 0.93 0.53 0.55 0.57 0.71 1.0 0.99 0.55 0.9 1.0 0.87 0.58 1.0 0.79 0.53 1.0 0.8 0.96 0.83 0.55 0.67 0.63 0.86 0.88 1.0 0.72 1.0 0.53 0.56 0.53 0.92 0.54 
0.98 0.77 0.57 0.99 1.0 0.6 0.67 0.77 1.0 0.52 0.63 0.54 0.81 0.71 1.0 0.65 0.56 0.77 0.74 1.0 0.89 0.72 1.0 0.56 0.56 0.93 1.0 0.92 0.78 0.54 0.67 0.65 1.0 0.89 0.98 0.8 0.54 0.96 0.55 1.0 
0.54 0.71 0.6 0.94 1.0 0.74 0.54 0.65 0.56 0.55 1.0 0.73 1.0 1.0 0.65 0.75 0.96 0.85 0.71 0.82 0.53 0.59 0.74 0.89 0.57 0.97 1.0 0.69 0.85 0.99 1.0 0.76 0.92 0.52 0.75 0.73 0.78 0.77 0.92 1.0 
0.82 1.0 0.74 0.77 1.0 0.77 0.59 0.57 0.72 0.65 1.0 0.66 0.82 0.74 0.79 0.64 1.0 1.0 0.56 0.82 0.92 0.63 0.7 0.52 0.8 0.82 1.0 0.95 0.92 0.67 1.0 0.64 1.0 0.76 1.0 0.77 0.65 0.74 0.64 1.0 
0.99 0.76 0.54 0.81 0.59 0.57 0.59 0.8 0.92 0.83 0.77 1.0 1.0 0.59 0.89 0.71 0.79 0.68 0.53 0.79 0.77 1.0 0.7 0.62 0.56 1.0 1.0 0.9 0.76 0.87 0.62 0.57 1.0 0.5 0.68 0.73 0.9 0.79 1.0 1.0 
0.29 0.4 0.13 0.42 0.43 0.13 0.13 0.19 0.34 0.08 0.27 0.15 0.47 0.31 0.45 0.12 0.38 0.45 0.14 0.3 0.34 0.21 0.19 0.16 0.11 0.71 0.83 0.3 0.31 0.2 0.35 0.16 0.92 0.13 0.51 0.17 0.14 0.23 0.3 0.54 
2087.02 1083.76 882.95 938.58 909.79 293.05 1646.24 417.78 1494.98 805.44 1320.67 1248.44 1225.04 1104.62 2008.82 714.44 418.13 368.1 301.02 431.02 1491.17 2157.34 930.95 995.06 450.4 409.95 1090.54 2431.67 2665.83 1647.02 904.16 2510.03 903.0 1259.55 1653.79 1556.34 1103.56 847.46 1148.91 3202.54 
554.45 451.25 121.78 396.05 398.09 38.18 259.12 86.93 432.6 50.81 290.8 156.7 621.44 378.57 884.46 89.3 173.91 170.55 34.56 153.21 546.5 465.92 180.84 127.08 44.44 286.75 919.88 754.91 932.48 348.86 363.88 365.43 846.49 201.94 800.07 232.98 185.15 239.03 341.47 1732.08 
9935.08 4918.8 3914.75 4192.92 4048.95 965.26 7731.2 1588.91 6974.9 3527.18 6103.34 5742.21 5625.19 5023.1 9544.11 3072.22 1590.64 1340.51 1005.09 1655.08 6955.84 10286.7 4154.75 4475.32 1752.01 1549.75 4952.72 11658.37 12829.15 7735.09 4020.78 12050.14 4015.0 5797.73 7768.96 7281.68 5017.8 3737.31 5244.57 15512.7 
2272.25 1756.27 108.9 1480.26 1490.44 -309.08 795.61 -65.36 1663.01 -245.94 954.0 283.51 2607.21 1392.87 3922.31 -53.48 369.54 352.73 -327.2 266.05 2232.49 1829.59 404.19 135.42 -277.78 933.75 4099.39 3274.54 4162.4 1244.29 1319.38 1327.15 3732.44 509.7 3500.34 664.88 425.73 695.17 1207.36 8160.4 
124.8 91.94 123.32 123.69 124.16 136.0 115.26 161.96 136.39 165.94 175.31 146.78 182.36 195.9 123.66 123.37 183.83 114.3 168.8 144.25 136.23 179.56 123.2 124.93 134.38 169.02 195.71 123.07 118.03 159.57 123.02 117.96 173.26 152.11 145.11 112.74 121.8 124.24 116.58 120.94 
23 17 26 26 26 25 21 34 25 35 37 27 39 41 23 26 39 21 36 27 25 38 26 26 25 36 41 23 22 34 26 22 37 32 27 21 26 26 22 23 
17 38 1 124 128 226 239 53 164 53 229 73 67 199 171 131 170 128 200 48 160 47 205 79 50 22 177 143 183 147 199 85 190 12 4 126 25 210 205 144 
155 96 240 240 163 240 240 180 240 191 240 240 240 240 240 240 240 232 240 208 196 139 240 240 86 206 240 240 219 216 240 234 240 93 130 161 240 240 240 240 
10
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 100.0 0.0 0.0 100.0 0.0 100.0 100.0 0.0 
0 0 14 0 0 14 0 14 14 0 5 12 10 14 14 4 9 13 12 12 13 16 11 12 11 11 12 4 17 12 11 11 10 14 4 8 12 8 14 4 12 12 7 14 10 8 15 9 1 6 
0 0 14 0 0 14 0 14 14 0 5 12 10 14 14 4 9 13 12 12 13 16 11 12 11 11 12 4 17 12 11 11 10 14 4 8 12 8 14 4 12 12 7 14 10 8 15 9 1 6 
14 14 0 14 14 0 14 0 0 14 13 4 12 16 8 12 5 16 17 13 17 12 10 8 6 11 10 13 14 15 17 9 10 15 13 13 10 9 12 10 13 15 14 9 8 7 10 6 12 14 
0 0 14 0 0 14 0 14 14 0 5 12 10 14 14 4 9 13 12 12 13 16 11 12 11 11 12 4 17 12 11 11 10 14 4 8 12 8 14 4 12 12 7 14 10 8 15 9 1 6 
0 0 14 0 0 14 0 14 14 0 5 12 10 14 14 4 9 13 12 12 13 16 11 12 11 11 12 4 17 12 11 11 10 14 4 8 12 8 14 4 12 12 7 14 10 8 15 9 1 6 
14 14 0 14 14 0 14 0 0 14 13 4 12 16 8 12 5 16 17 13 17 12 10 8 6 11 10 13 14 15 17 9 10 15 13 13 10 9 12 10 13 15 14 9 8 7 10 6 12 14 
0 0 14 0 0 14 0 14 14 0 5 12 10 14 14 4 9 13 12 12 13 16 11 12 11 11 12 4 17 12 11 11 10 14 4 8 12 8 14 4 12 12 7 14 10 8 15 9 1 6 
14 14 0 14 14 0 14 0 0 14 13 4 12 16 8 12 5 16 17 13 17 12 10 8 6 11 10 13 14 15 17 9 10 15 13 13 10 9 12 10 13 15 14 9 8 7 10 6 12 14 
14 14 0 14 14 0 14 0 0 14 13 4 12 16 8 12 5 16 17 13 17 12 10 8 6 11 10 13 14 15 17 9 10 15 13 13 10 9 12 10 13 15 14 9 8 7 10 6 12 14 
0 0 14 0 0 14 0 14 14 0 5 12 10 14 14 4 9 13 12 12 13 16 11 12 11 11 12 4 17 12 11 11 10 14 4 8 12 8 14 4 12 12 7 14 10 8 15 9 1 6 
5 5 13 5 5 13 5 13 13 5 0 10 5 8 11 1 8 8 6 6 8 12 6 8 8 6 7 0 12 6 6 6 5 8 1 3 7 4 9 3 6 7 1 10 7 6 11 7 4 0 
12 12 4 12 12 4 12 4 4 12 10 0 8 12 4 9 4 12 13 9 13 8 5 4 2 7 6 10 10 10 13 5 6 11 10 9 6 6 8 8 8 11 10 5 4 4 6 3 11 10 
10 10 12 10 10 12 10 12 12 10 5 8 0 4 6 5 9 4 4 1 5 7 2 4 5 1 2 5 6 2 4 3 2 4 6 1 3 3 4 6 1 2 3 6 4 5 6 7 9 4 
14 14 16 14 14 16 14 16 16 14 8 12 4 0 8 9 13 0 3 2 2 7 6 7 9 5 5 9 5 1 3 7 6 1 10 5 5 8 4 10 3 1 6 8 8 9 7 11 13 8 
14 14 8 14 14 8 14 8 8 14 11 4 6 8 0 10 8 9 11 6 10 3 4 2 3 5 4 11 5 8 10 4 5 7 11 8 3 6 4 10 6 8 10 0 4 6 1 6 13 11 
4 4 12 4 4 12 4 12 12 4 1 9 5 9 10 0 7 9 8 7 9 12 6 7 7 6 7 0 12 7 7 6 5 9 1 4 7 3 9 2 7 8 2 10 6 5 11 6 3 1 
9 9 5 9 9 5 9 5 5 9 8 4 9 13 8 7 0 13 14 11 14 11 7 7 5 8 8 8 13 11 13 6 7 13 8 9 8 5 10 5 10 12 9 9 5 3 10 2 7 9 
13 13 16 13 13 16 13 16 16 13 8 12 4 0 9 9 13 0 2 2 1 7 6 7 9 5 5 8 6 1 2 7 6 1 9 4 6 8 5 10 3 1 6 8 8 9 8 11 12 7 
12 12 17 12 12 17 12 17 17 12 6 13 4 3 11 8 14 2 0 4 1 10 7 9 10 6 7 7 8 2 0 8 7 4 8 4 7 8 7 10 5 3 5 10 9 10 10 11 11 6 
12 12 13 12 12 13 12 13 13 12 6 9 1 2 6 7 11 2 4 0 4 6 3 5 6 2 3 7 5 1 3 4 3 2 8 3 3 5 3 8 0 1 5 6 5 7 6 8 11 6 
13 13 17 13 13 17 13 17 17 13 8 13 5 2 10 9 14 1 1 4 0 9 7 9 10 6 7 9 7 2 1 8 7 3 9 5 7 9 6 11 4 2 6 10 9 10 10 12 13 7 
16 16 12 16 16 12 16 12 12 16 12 8 7 7 3 12 11 7 10 6 9 0 5 4 6 5 4 12 2 7 9 5 6 6 13 8 4 8 3 12 5 6 10 2 6 8 1 9 15 11 
11 11 10 11 11 10 11 10 10 11 6 5 2 6 4 6 7 6 7 3 7 5 0 1 3 1 1 6 6 5 7 0 1 5 7 4 1 2 3 6 3 5 5 3 2 3 4 5 9 6 
12 12 8 12 12 8 12 8 8 12 8 4 4 7 2 7 7 7 9 5 9 4 1 0 2 2 2 8 6 6 8 1 2 6 8 5 1 4 3 7 4 6 7 2 1 3 3 4 10 8 
11 11 6 11 11 6 11 6 6 11 8 2 5 9 3 7 5 9 10 6 10 6 3 2 0 4 4 8 8 8 10 2 3 8 8 6 3 3 5 6 6 8 8 3 1 2 5 2 9 8 
11 11 11 11 11 11 11 11 11 11 6 7 1 5 5 6 8 5 6 2 6 5 1 2 4 0 1 6 6 3 5 2 1 4 7 3 1 3 3 6 1 3 5 4 3 4 5 6 9 6 
12 12 10 12 12 10 12 10 10 12 7 6 2 5 4 7 8 5 7 3 7 4 1 2 4 1 0 7 5 4 6 2 2 4 8 4 0 4 2 7 2 4 6 3 3 5 4 6 10 7 
4 4 13 4 4 13 4 13 13 4 0 10 5 9 11 0 8 8 7 7 9 12 6 8 8 6 7 0 12 7 7 7 5 9 0 4 8 4 9 3 7 7 2 10 7 5 11 7 4 1 
17 17 14 17 17 14 17 14 14 17 12 10 6 5 5 12 13 6 8 5 7 2 6 6 8 6 5 12 0 6 8 7 7 4 13 8 4 9 2 13 5 5 10 5 8 10 3 11 16 11 
12 12 15 12 12 15 12 15 15 12 6 10 2 1 8 7 11 1 2 1 2 7 5 6 8 3 4 7 6 0 2 5 4 2 8 3 4 6 4 8 2 0 5 7 6 7 7 9 11 6 
11 11 17 11 11 17 11 17 17 11 6 13 4 3 10 7 13 2 0 3 1 9 7 8 10 5 6 7 8 2 0 7 6 4 8 3 7 7 6 9 4 2 4 10 8 9 10 11 11 5 
11 11 9 11 11 9 11 9 9 11 6 5 3 7 4 6 6 7 8 4 8 5 0 1 2 2 2 7 7 5 7 0 1 6 7 4 2 2 4 6 3 5 6 3 1 3 4 4 9 7 
