40 2135.74 0 1680 1 1680
82.7 62.31 91.63 19.59 48.79 18.62 38.32 92.1 40.63 84.27 56.68 37.6 2.41 6.2 96.8 74.77 6.78 9.42 28.05 84.77 41.92 35.56 57.21 43.24 72.05 58.97 30.88 62.08 17.33 74.66 94.56 23.48 24.28 32.0 30.76 6.51 24.12 7.65 5.81 90.0 
81.39 15.71 35.64 55.56 81.08 62.76 46.65 61.32 85.52 25.93 62.63 71.81 56.28 84.58 55.14 31.01 12.47 24.92 15.58 24.34 15.0 76.99 71.69 13.8 58.85 49.55 67.13 37.92 50.49 37.46 42.02 28.32 62.87 54.8 17.65 16.22 14.96 19.12 21.91 35.86 
8 6 9 2 5 2 4 9 4 8 6 4 1 1 9 7 1 1 3 8 4 4 6 4 7 6 3 6 2 7 9 3 3 3 3 1 3 1 1 9 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 
3 2 2 3 3 3 3 2 3 3 2 3 2 2 2 2 2 2 3 3 3 3 2 3 2 2 3 2 3 2 2 3 3 3 3 2 3 2 2 2 
2 1 1 1 2 1 3 1 3 2 1 3 3 3 1 1 3 3 3 2 3 3 1 3 1 1 3 1 1 1 1 3 3 3 3 3 3 3 3 1 
10 10 4 4 1 5 2 8 1 6 6 9 4 9 9 5 8 1 1 6 2 5 8 1 6 2 9 5 8 8 10 10 7 2 3 7 1 9 7 4 
3206.1 3225.11 3664.57 3700.56 3336.41 4022.74 3284.77 4627.07 3926.99 4005.43 4049.76 4191.94 3868.83 3187.44 3600.68 4011.58 4743.33 3371.94 3400.49 4035.96 4349.0 3946.75 4115.02 3881.46 4017.22 3817.72 4136.35 4011.17 4016.3 4331.85 3239.22 3209.06 3829.2 3578.79 3190.66 4068.75 4158.84 3848.01 3862.65 3773.44 
0.58 0.55 0.72 0.64 0.4 0.47 0.67 0.61 0.35 0.63 0.65 0.49 0.71 0.52 0.43 0.72 0.75 0.52 0.48 0.59 0.61 0.49 0.31 0.46 0.61 0.45 0.42 0.43 0.73 0.5 0.46 0.34 0.52 0.5 0.45 0.67 0.44 0.45 0.63 0.65 
1.0 0.55 0.67 0.94 0.81 0.77 0.94 0.89 0.84 0.94 0.62 0.94 0.95 1.0 0.59 0.61 1.0 0.67 0.56 0.7 0.91 0.89 0.6 0.55 0.77 0.96 0.74 0.95 1.0 0.95 0.51 0.57 1.0 0.97 0.73 0.75 0.6 0.97 0.52 0.5 
1.0 0.79 0.99 0.9 1.0 0.91 0.58 0.69 0.64 0.94 0.8 0.51 0.78 1.0 0.96 1.0 1.0 0.74 0.56 0.75 0.67 1.0 0.98 0.75 0.7 0.93 1.0 0.59 0.59 0.91 0.67 0.71 0.51 0.56 0.63 1.0 0.61 0.94 0.88 1.0 
0.92 0.65 0.55 0.89 0.99 0.61 0.99 0.75 0.88 0.5 0.8 0.92 0.67 0.63 0.7 0.67 0.88 0.68 0.64 0.63 0.53 0.51 0.62 0.95 1.0 0.66 0.66 0.74 0.77 0.75 0.93 0.66 0.78 0.57 1.0 0.55 0.66 0.91 0.55 1.0 
0.89 0.75 0.77 0.78 0.71 0.83 0.93 0.69 0.71 1.0 1.0 0.62 0.94 0.64 0.63 0.74 0.76 0.69 0.96 0.89 0.56 0.93 0.64 0.95 0.55 0.88 0.65 0.99 0.82 1.0 0.62 0.59 0.53 0.95 0.64 0.67 0.56 0.93 0.87 0.67 
0.84 0.65 0.6 0.64 0.55 0.94 0.83 0.65 0.8 1.0 0.84 0.78 1.0 0.74 0.54 0.51 0.73 0.89 0.53 0.92 0.98 0.84 0.55 0.64 0.96 0.9 0.56 0.97 0.59 0.99 0.81 0.97 0.84 0.57 0.76 0.88 0.93 0.89 1.0 0.98 
0.68 0.14 0.17 0.38 0.32 0.33 0.42 0.21 0.27 0.44 0.34 0.21 0.47 0.3 0.13 0.15 0.49 0.21 0.1 0.27 0.18 0.36 0.13 0.24 0.28 0.47 0.18 0.4 0.22 0.64 0.16 0.15 0.18 0.17 0.22 0.25 0.13 0.69 0.22 0.33 
1715.78 1567.44 1396.92 1196.34 1602.77 2177.9 1654.36 702.83 1394.61 1068.6 981.79 1429.66 1205.95 1705.26 1596.76 2422.5 1075.18 1105.84 1454.6 899.18 1558.86 1893.73 875.32 1351.79 873.34 1688.56 1621.0 1998.8 1109.34 837.38 1096.65 1362.52 1421.2 1624.85 1022.32 1358.16 1241.72 1404.27 1191.39 1297.81 
1167.9 279.88 221.51 464.76 502.39 709.9 670.96 175.92 413.18 448.1 345.72 323.12 549.96 485.32 174.33 427.36 510.76 230.04 139.26 229.55 248.97 609.73 111.36 354.23 249.33 816.44 264.23 741.15 239.45 501.51 196.13 250.63 249.67 266.89 240.39 352.2 169.05 998.65 221.83 439.03 
8078.92 7337.22 6484.61 5481.68 7513.85 10389.52 7771.81 3014.17 6473.04 4843.0 4408.94 6648.31 5529.75 8026.31 7483.81 11612.5 4875.9 5029.22 6773.01 3995.88 7294.29 8968.65 3876.59 6258.96 3866.72 7942.82 7604.98 9493.99 5046.71 3686.91 4983.26 6312.58 6605.98 7624.25 4611.62 6290.82 5708.62 6521.34 5456.96 5989.03 
5339.49 899.38 607.56 1823.79 2011.94 3049.48 2854.78 379.62 1565.9 1740.52 1228.59 1115.58 2249.79 1926.58 371.63 1636.82 2053.81 650.21 196.28 647.75 744.85 2548.65 56.82 1271.16 746.63 3582.22 821.17 3205.75 697.27 2007.56 480.66 753.13 748.35 834.47 701.97 1261.01 345.23 4493.23 609.15 1695.16 
128.24 96.75 109.94 148.02 133.46 160.91 131.39 138.81 157.08 160.22 121.49 167.68 116.06 95.62 108.02 120.35 142.3 101.16 136.02 161.44 173.96 157.87 123.45 155.26 120.52 114.53 165.45 120.33 160.65 129.96 97.18 128.36 153.17 143.15 127.63 122.06 166.35 115.44 115.88 113.2 
192 129 146 222 200 241 197 185 235 240 161 251 154 127 144 160 189 134 204 242 260 236 164 232 160 152 248 160 240 173 129 192 229 214 191 162 249 153 154 150 
677 933 1376 135 697 43 827 948 828 1428 267 240 1019 265 1528 647 991 369 655 1137 1516 644 1160 1194 872 1246 439 373 933 1011 633 1169 272 1367 929 534 1396 1174 764 1395 
1402 1680 1623 1576 1660 1325 1680 1195 1680 1680 753 1124 1680 1149 1680 1680 1680 1680 1680 1623 1680 1680 1680 1680 1040 1680 925 1680 1680 1680 1517 1655 997 1680 1680 1338 1680 1680 1680 1680 
5
0.0 0.0 0.0 0.0 0.0 
0.0 100.0 100.0 100.0 100.0 
0 100 100 100 100 116 64 98 58 94 65 60 110 94 88 84 81 56 84 111 80 14 26 32 88 44 84 91 45 93 77 73 72 53 83 103 36 67 63 35 17 28 20 22 96 
100 0 0 0 0 84 104 111 48 52 41 65 99 43 112 67 46 43 16 106 101 87 75 88 113 94 42 63 96 82 77 45 87 52 97 110 75 44 55 87 84 88 81 78 110 
100 0 0 0 0 84 104 111 48 52 41 65 99 43 112 67 46 43 16 106 101 87 75 88 113 94 42 63 96 82 77 45 87 52 97 110 75 44 55 87 84 88 81 78 110 
100 0 0 0 0 84 104 111 48 52 41 65 99 43 112 67 46 43 16 106 101 87 75 88 113 94 42 63 96 82 77 45 87 52 97 110 75 44 55 87 84 88 81 78 110 
100 0 0 0 0 84 104 111 48 52 41 65 99 43 112 67 46 43 16 106 101 87 75 88 113 94 42 63 96 82 77 45 87 52 97 110 75 44 55 87 84 88 81 78 110 
116 84 84 84 84 0 68 46 68 33 66 56 22 42 55 32 46 84 76 29 50 102 92 85 57 77 47 27 78 24 39 53 48 72 44 41 79 61 57 82 100 88 97 97 46 
64 104 104 104 104 68 0 35 58 66 64 39 54 73 24 47 61 72 88 52 19 55 53 34 24 20 66 56 19 44 34 60 22 56 25 41 40 60 49 31 55 38 54 56 34 
98 111 111 111 111 46 35 0 74 62 77 54 25 71 12 44 65 91 98 20 17 87 82 66 13 53 69 49 53 30 35 68 29 75 17 7 68 72 62 63 87 70 85 86 1 
58 48 48 48 48 68 58 74 0 38 7 20 72 36 71 37 24 17 31 77 60 44 32 40 72 46 26 40 47 52 39 16 46 5 57 76 27 8 12 39 41 40 38 36 73 
94 52 52 52 52 33 66 62 38 0 35 35 47 9 65 20 14 52 42 54 56 80 68 68 67 66 13 12 67 32 33 22 45 43 50 60 58 30 31 65 77 70 74 73 61 
65 41 41 41 41 66 64 77 7 35 0 25 73 31 75 38 21 17 25 78 64 51 38 48 76 53 22 39 54 53 42 13 50 12 61 78 34 5 15 46 48 48 44 42 76 
60 65 65 65 65 56 39 54 20 35 25 0 55 38 50 24 25 37 49 59 39 46 36 32 51 31 30 31 33 35 20 21 25 21 37 56 23 21 10 29 44 34 41 40 52 
110 99 99 99 99 22 54 25 72 47 73 55 0 56 36 35 55 89 88 7 34 98 90 78 37 68 58 36 68 20 35 61 38 75 29 19 76 67 60 75 96 82 94 94 25 
94 43 43 43 43 42 73 71 36 9 31 38 56 0 73 27 14 48 34 63 64 80 68 71 75 70 9 21 71 41 40 20 52 42 58 69 59 27 31 68 77 72 74 72 70 
88 112 112 112 112 55 24 12 71 65 75 50 36 73 0 45 65 87 97 31 10 78 74 57 1 43 70 53 42 35 34 67 25 71 15 19 60 70 59 54 78 61 76 78 11 
84 67 67 67 67 32 47 44 37 20 38 24 35 27 45 0 21 54 55 40 36 70 60 55 47 49 25 9 50 15 13 26 25 41 30 43 47 32 25 51 68 57 65 65 42 
81 46 46 46 46 46 61 65 24 14 21 25 55 14 65 21 0 38 33 61 55 66 54 57 66 56 5 19 58 36 30 8 41 29 50 64 45 16 17 54 63 58 60 59 63 
56 43 43 43 43 84 72 91 17 52 17 37 89 48 87 54 38 0 28 94 76 44 32 48 88 57 39 56 58 69 56 30 62 15 74 93 35 22 29 47 40 46 37 34 89 
84 16 16 16 16 76 88 98 31 42 25 49 88 34 97 55 33 28 0 95 87 72 59 72 99 78 30 52 79 70 63 30 72 35 83 98 58 28 39 71 68 71 65 62 96 
111 106 106 106 106 29 52 20 77 54 78 59 7 63 31 40 61 94 95 0 32 99 92 79 33 67 65 42 67 25 38 67 38 79 28 13 78 72 64 75 98 83 96 96 20 
80 101 101 101 101 50 19 17 60 56 64 39 34 64 10 36 55 76 87 32 0 70 65 49 12 36 60 44 35 27 24 56 14 60 6 22 51 59 48 46 69 53 68 69 15 
14 87 87 87 87 102 55 87 44 80 51 46 98 80 78 70 66 44 72 99 70 0 12 21 78 35 70 77 36 80 64 59 60 39 72 92 23 53 49 24 3 17 6 9 86 
26 75 75 75 75 92 53 82 32 68 38 36 90 68 74 60 54 32 59 92 65 12 0 20 75 33 58 66 35 71 55 47 54 26 66 86 14 40 37 22 9 17 6 4 81 
32 88 88 88 88 85 34 66 40 68 48 32 78 71 57 55 57 48 72 79 49 21 20 0 57 13 61 63 15 61 45 51 40 36 51 71 13 47 39 3 21 3 20 23 65 
88 113 113 113 113 57 24 13 72 67 76 51 37 75 1 47 66 88 99 33 12 78 75 57 0 43 72 54 42 36 36 68 26 72 16 20 61 71 60 54 78 61 77 78 12 
44 94 94 94 94 77 20 53 46 66 53 31 68 70 43 49 56 57 78 67 36 35 33 13 43 0 62 58 1 53 38 53 30 43 39 59 22 51 41 11 35 17 34 36 52 
84 42 42 42 42 47 66 69 26 13 22 30 58 9 70 25 5 39 30 65 60 70 58 61 72 62 0 22 63 40 36 10 47 32 55 68 50 18 22 59 67 63 64 62 68 
91 63 63 63 63 27 56 49 40 12 39 31 36 21 53 9 19 56 52 42 44 77 66 63 54 58 22 0 59 19 22 26 34 45 38 47 54 34 30 60 75 65 72 71 48 
45 96 96 96 96 78 19 53 47 67 54 33 68 71 42 50 58 58 79 67 35 36 35 15 42 1 63 59 0 53 39 54 30 44 39 58 24 52 42 13 36 19 35 38 51 
93 82 82 82 82 24 44 30 52 32 53 35 20 41 35 15 36 69 70 25 27 80 71 61 36 53 40 19 53 0 16 41 23 55 21 28 57 47 40 58 78 64 75 75 29 
77 77 77 77 77 39 34 35 39 33 42 20 35 40 34 13 30 56 63 38 24 64 55 45 36 38 36 22 39 16 0 33 12 41 19 36 41 37 27 42 62 49 59 59 33 
73 45 45 45 45 53 60 68 16 22 13 21 61 20 67 26 8 30 30 67 56 59 47 51 68 53 10 26 54 41 33 0 42 21 52 68 39 7 12 49 56 52 53 51 66 
72 87 87 87 87 48 22 29 46 45 50 25 38 52 25 25 41 62 72 38 14 60 54 40 26 30 47 34 30 23 12 42 0 46 12 32 39 45 34 37 59 44 57 58 28 
53 52 52 52 52 72 56 75 5 43 12 21 75 42 71 41 29 15 35 79 60 39 26 36 72 43 32 45 44 55 41 21 46 0 58 77 23 14 15 35 35 36 32 30 74 
83 97 97 97 97 44 25 17 57 50 61 37 29 58 15 30 50 74 83 28 6 72 66 51 16 39 55 38 39 21 19 52 12 58 0 20 51 56 46 48 71 55 69 70 15 
103 110 110 110 110 41 41 7 76 60 78 56 19 69 19 43 64 93 98 13 22 92 86 71 20 59 68 47 58 28 36 68 32 77 20 0 72 73 63 68 91 75 89 90 7 
36 75 75 75 75 79 40 68 27 58 34 23 76 59 60 47 45 35 58 78 51 23 14 13 61 22 50 54 24 57 41 39 39 23 51 72 0 34 27 12 20 13 18 18 66 
67 44 44 44 44 61 60 72 8 30 5 21 67 27 70 32 16 22 28 72 59 53 40 47 71 51 18 34 52 47 37 7 45 14 56 73 34 0 11 45 49 47 46 44 71 
63 55 55 55 55 57 49 62 12 31 15 10 60 31 59 25 17 29 39 64 48 49 37 39 60 41 22 30 42 40 27 12 34 15 46 63 27 11 0 37 46 40 43 42 61 
35 87 87 87 87 82 31 63 39 65 46 29 75 68 54 51 54 47 71 75 46 24 22 3 54 11 59 60 13 58 42 49 37 35 48 68 12 45 37 0 24 7 23 25 61 
17 84 84 84 84 100 55 87 41 77 48 44 96 77 78 68 63 40 68 98 69 3 9 21 78 35 67 75 36 78 62 56 59 35 71 91 20 49 46 24 0 17 3 5 85 
28 88 88 88 88 88 38 70 40 70 48 34 82 72 61 57 58 46 71 83 53 17 17 3 61 17 63 65 19 64 49 52 44 36 55 75 13 47 40 7 17 0 16 19 69 
20 81 81 81 81 97 54 85 38 74 44 41 94 74 76 65 60 37 65 96 68 6 6 20 77 34 64 72 35 75 59 53 57 32 69 89 18 46 43 23 3 16 0 3 84 
