10 554.16 0 1680 7 240
54.23 93.3 97.84 42.83 36.77 84.91 87.33 28.3 45.7 40.41 
25.69 59.15 81.82 20.63 51.36 61.83 34.65 72.25 18.97 64.01 
5 9 9 4 4 8 8 3 5 4 
1 2 3 4 5 6 7 8 9 10 
1 1 1 2 2 3 3 1 1 2 
2 2 2 2 2 3 3 2 2 2 
9 10 8 5 9 3 4 7 4 1 
4502.71 3243.9 4313.71 3362.69 4117.4 4574.64 4050.33 4456.87 4158.18 4181.16 
0.34 0.8 0.37 0.17 0.48 0.55 0.84 0.51 0.69 0.61 
0.84 0.82 0.55 1.0 0.58 0.6 0.65 1.0 0.61 0.96 
1.0 0.87 0.76 1.0 0.77 0.53 0.9 1.0 1.0 0.92 
1.0 0.93 0.54 0.92 0.83 1.0 0.72 0.99 0.88 0.71 
1.0 0.96 0.59 0.8 0.95 0.72 0.67 0.59 0.72 0.75 
0.63 0.78 0.85 0.74 0.72 0.82 0.9 0.98 0.97 0.94 
0.53 0.49 0.11 0.54 0.25 0.19 0.25 0.58 0.38 0.44 
1063.65 1153.96 889.25 429.83 1368.41 1288.75 1430.48 1362.26 1280.17 1537.63 
567.19 588.49 138.5 225.24 285.5 249.56 376.04 868.05 521.51 631.7 
4818.23 5269.79 3946.27 1649.14 6342.06 5943.75 6652.39 6311.29 5900.85 7188.16 
2335.95 2442.46 192.51 626.22 927.49 747.81 1380.19 3840.27 2107.56 2658.5 
90.05 64.88 86.27 100.88 123.52 182.99 162.01 89.14 83.16 125.43 
12 9 12 19 23 39 34 12 11 23 
128 55 73 114 73 209 141 23 131 214 
240 187 151 240 151 240 219 209 240 240 
2
0.0 0.0 
100.0 0.0 
0 14 13 14 14 12 8 13 15 5 13 7 
14 0 8 15 18 6 9 15 13 11 7 10 
13 8 0 7 10 1 4 6 4 7 1 5 
14 15 7 0 3 9 8 1 3 9 8 7 
14 18 10 3 0 11 9 3 6 10 11 8 
12 6 1 9 11 0 4 8 6 7 0 6 
8 9 4 8 9 4 0 7 7 3 4 1 
13 15 6 1 3 8 7 0 3 8 8 6 
15 13 4 3 6 6 7 3 0 9 6 7 
5 11 7 9 10 7 3 8 9 0 8 2 
13 7 1 8 11 0 4 8 6 8 0 6 
7 10 5 7 8 6 1 6 7 2 6 0 
