70 3212.57 0 1680 7 240
9.46 18.69 2.97 93.26 59.68 60.03 38.24 4.97 84.91 20.15 70.5 79.47 64.99 24.36 38.17 47.18 42.27 90.78 41.98 80.56 5.3 23.63 61.96 20.23 30.89 14.22 97.13 97.65 14.64 80.11 20.5 58.22 3.98 4.48 80.69 51.28 46.52 34.72 71.95 76.35 79.15 49.11 65.21 28.26 73.7 9.08 1.75 50.71 16.91 79.58 14.81 27.86 16.46 59.03 69.69 16.05 17.08 69.16 8.52 28.87 29.55 28.4 83.91 58.07 90.27 72.07 1.46 5.44 25.68 50.29 
38.63 34.41 66.6 50.05 52.61 47.83 25.68 23.32 74.29 55.71 42.52 66.29 73.71 74.98 75.14 26.72 66.11 84.51 74.18 29.33 42.54 22.55 67.76 59.67 64.83 26.1 22.24 51.03 56.19 27.82 37.94 55.51 69.96 48.18 66.26 14.74 57.66 50.25 13.68 83.69 41.16 31.59 14.47 53.57 45.8 69.88 88.61 11.35 12.75 85.48 17.75 23.65 40.71 87.02 75.58 52.17 80.71 42.93 71.27 65.99 21.03 83.25 85.14 64.8 48.52 21.76 48.53 15.72 26.86 66.95 
1 2 1 9 6 6 4 1 8 2 7 8 6 3 4 5 4 9 4 8 1 3 6 2 3 2 9 9 2 8 2 6 1 1 8 5 5 4 7 7 8 5 6 3 7 1 1 5 2 8 2 3 2 6 7 2 2 7 1 3 3 3 8 6 9 7 1 1 3 5 
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 
1 1 1 1 1 1 3 1 3 1 1 3 1 1 3 1 3 1 3 3 1 1 1 1 1 1 1 1 1 3 1 1 1 1 3 1 1 3 1 1 3 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 
3 3 3 1 2 2 2 3 1 3 2 1 2 2 2 2 2 1 2 1 3 2 2 3 2 3 1 1 3 1 3 2 3 3 1 2 2 2 2 2 1 2 2 2 2 3 3 2 3 1 3 2 3 2 2 3 3 2 3 2 2 2 1 2 1 2 3 3 2 2 
6 8 7 8 7 10 10 9 10 5 6 3 6 4 4 9 9 1 5 6 8 2 8 3 3 5 4 4 5 6 3 9 6 6 6 4 8 9 6 6 4 3 3 1 6 10 1 9 7 5 1 10 7 10 3 9 10 2 6 3 1 6 4 8 9 5 8 6 8 5 
3850.88 3085.03 4479.59 3807.18 4505.16 3160.66 3711.86 3727.03 3708.36 3952.83 3580.9 4859.79 3675.85 3847.82 3851.7 3565.11 4153.31 3974.06 4321.55 3580.73 4034.97 3744.08 3902.25 4857.42 4672.48 4512.14 3784.97 3961.66 3805.59 3640.02 4732.28 3446.01 3675.53 3956.7 3941.01 3946.23 3452.57 3740.47 3792.23 3564.62 3811.49 4842.28 4874.38 3716.45 3796.2 3487.29 3045.57 3927.73 4691.59 3679.5 3051.82 3191.44 4803.18 3188.93 4689.74 4136.91 3487.19 3772.9 3748.52 4685.15 3131.93 3949.27 3854.71 3105.64 3375.07 3784.6 3510.3 3520.24 3230.27 3751.43 
0.68 0.59 0.31 0.66 0.66 0.16 0.39 0.47 0.28 0.6 0.48 0.93 0.57 0.29 0.34 0.66 0.31 0.38 0.49 0.44 0.7 0.44 0.69 0.6 0.68 0.13 0.33 0.49 0.18 0.71 0.42 0.43 0.38 0.57 0.59 0.46 0.67 0.31 0.83 0.8 0.27 0.7 0.58 0.32 0.66 0.7 0.35 0.37 0.38 0.42 0.27 0.64 0.39 0.7 0.96 0.47 0.09 0.34 0.82 0.96 0.39 0.58 0.27 0.71 0.42 0.16 0.55 0.42 0.69 0.35 
0.59 0.78 0.83 0.69 0.62 0.61 0.77 0.82 0.56 1.0 0.58 1.0 1.0 1.0 0.77 0.74 0.89 0.9 0.69 0.59 0.7 1.0 0.82 0.69 0.87 0.55 0.61 1.0 0.85 0.58 1.0 0.65 0.56 0.73 0.51 1.0 0.68 0.93 0.69 0.95 0.86 0.58 0.69 0.92 0.72 0.73 1.0 1.0 0.88 0.55 0.87 0.69 0.68 0.53 1.0 0.51 0.51 0.96 0.66 0.56 0.7 0.99 0.86 0.88 0.98 1.0 0.59 0.74 0.66 0.99 
1.0 0.64 0.91 0.51 0.68 0.54 0.79 1.0 0.83 0.89 0.66 0.76 0.6 0.63 0.88 0.61 0.69 0.63 0.98 0.89 0.78 0.81 0.66 1.0 0.61 0.92 0.75 1.0 0.82 0.58 0.63 0.55 0.77 0.9 0.75 0.79 0.98 1.0 0.81 1.0 0.82 0.52 0.67 0.72 0.61 0.72 0.69 0.93 0.7 0.54 0.62 0.72 0.57 0.56 0.51 0.93 0.54 0.91 0.72 0.85 0.51 0.63 1.0 1.0 0.72 0.8 0.93 1.0 0.59 0.65 
1.0 0.65 0.7 0.72 0.66 0.67 0.53 0.84 1.0 0.81 0.63 0.82 0.76 0.93 1.0 0.98 0.87 0.98 0.64 1.0 0.86 0.72 0.65 0.69 0.67 0.84 0.61 1.0 0.51 0.6 0.81 0.69 0.88 1.0 1.0 0.96 1.0 0.99 1.0 0.59 0.68 0.75 0.65 0.87 0.85 0.57 0.71 0.85 0.96 0.98 1.0 0.74 0.77 0.64 1.0 0.95 0.96 0.74 0.8 1.0 0.52 0.94 0.63 0.98 0.96 1.0 0.54 0.69 0.53 0.59 
1.0 0.56 0.82 1.0 0.66 0.67 0.7 0.9 0.63 0.9 0.96 0.57 0.79 0.74 0.91 0.87 0.97 0.92 0.61 0.66 0.61 0.79 0.96 0.74 0.75 0.59 0.67 0.75 0.56 0.53 0.9 0.9 0.65 0.86 0.78 0.94 0.95 1.0 0.59 0.72 1.0 0.87 0.76 0.86 0.7 0.55 1.0 0.99 0.82 0.89 1.0 0.51 0.98 1.0 1.0 0.8 0.55 1.0 0.6 0.54 0.95 0.69 0.69 0.64 0.68 1.0 0.58 0.92 0.89 0.62 
0.56 0.53 1.0 1.0 0.74 1.0 0.93 0.55 0.5 0.85 0.74 0.79 1.0 0.75 0.88 0.6 0.59 0.77 0.75 0.67 0.91 1.0 0.57 0.69 1.0 1.0 0.77 0.64 0.99 1.0 0.79 0.79 1.0 0.51 1.0 0.71 0.64 0.98 0.66 1.0 0.99 0.71 0.63 0.78 1.0 0.53 0.65 0.66 0.61 1.0 0.62 1.0 0.55 0.88 1.0 1.0 0.95 0.73 0.77 0.95 1.0 0.6 1.0 0.53 0.71 0.8 0.76 0.54 0.89 0.54 
0.33 0.09 0.43 0.25 0.14 0.15 0.21 0.34 0.15 0.56 0.17 0.28 0.36 0.33 0.55 0.23 0.31 0.4 0.2 0.23 0.26 0.46 0.2 0.24 0.26 0.25 0.15 0.48 0.2 0.11 0.36 0.17 0.25 0.29 0.3 0.51 0.4 0.9 0.22 0.4 0.48 0.14 0.14 0.39 0.26 0.09 0.32 0.52 0.3 0.26 0.33 0.19 0.16 0.17 0.51 0.36 0.14 0.47 0.17 0.24 0.18 0.24 0.38 0.3 0.33 0.64 0.13 0.25 0.16 0.13 
1042.41 939.32 1267.37 994.65 1303.65 937.0 859.17 1118.25 690.84 1186.43 1034.91 2301.07 900.99 581.21 566.49 1330.83 1168.25 1445.48 976.71 937.79 1345.75 1269.51 1283.93 1779.87 1982.95 975.59 614.49 804.84 786.98 1010.97 1728.18 1379.34 1021.58 930.66 1014.02 852.15 1035.91 1204.97 997.31 1181.58 589.45 1700.38 1681.2 1373.35 941.21 990.47 1368.92 955.36 1006.55 1129.21 1418.33 1136.18 895.1 1044.84 1734.43 888.17 618.83 1007.31 1020.67 1810.1 1364.84 1062.0 536.91 1021.73 991.19 994.91 1039.17 906.49 923.27 990.2 
346.66 81.35 588.72 238.7 232.02 167.5 177.01 387.62 141.37 658.75 152.87 693.31 293.49 190.25 284.8 251.69 365.77 615.5 195.81 199.05 352.0 607.26 215.61 480.49 520.04 236.51 103.8 350.69 156.85 105.39 559.72 267.19 245.01 292.74 269.7 454.75 425.53 1082.8 238.08 409.22 298.65 264.13 209.03 591.66 273.79 111.23 477.35 497.22 263.83 344.22 397.33 158.15 120.14 180.97 783.66 330.72 68.93 504.6 169.75 428.68 309.14 230.38 209.84 275.82 312.39 571.58 128.4 239.43 163.87 116.71 
4712.03 4196.62 5836.85 4473.27 6018.27 4185.02 3795.85 5091.23 2954.19 5432.14 4674.57 11005.35 4004.93 2406.05 2332.45 6154.17 5341.23 6727.39 4383.57 4188.96 6228.77 5847.56 5919.63 8399.35 9414.75 4377.97 2572.47 3524.18 3434.92 4554.84 8140.91 6396.68 4607.9 4153.31 4570.1 3760.76 4679.54 5524.87 4486.56 5407.89 2447.27 8001.89 7906.0 6366.77 4206.05 4452.35 6344.62 4276.79 4532.73 5146.03 6591.65 5180.89 3975.5 4724.21 8172.17 3940.87 2594.16 4536.54 4603.35 8550.49 6324.18 4809.99 2184.57 4608.66 4455.93 4474.55 4695.83 4032.44 4116.34 4451.01 
1233.32 -93.24 2443.62 693.49 660.11 337.49 385.07 1438.1 206.85 2793.73 264.35 2966.57 967.47 451.25 924.01 758.45 1328.87 2577.51 479.06 495.26 1259.98 2536.29 578.06 1902.47 2100.19 682.54 18.98 1253.47 284.25 26.96 2298.58 835.97 725.06 963.68 848.49 1773.73 1627.63 4914.0 690.38 1546.09 993.25 820.67 545.17 2458.28 868.94 56.13 1886.75 1986.08 819.13 1221.1 1486.65 290.75 100.69 404.87 3418.3 1153.6 -155.37 2023.0 348.77 1643.39 1045.71 651.9 549.22 879.1 1061.94 2357.91 142.0 697.17 319.33 83.57 
77.02 61.7 89.59 76.14 90.1 63.21 148.47 74.54 148.33 79.06 71.62 194.39 73.52 76.96 154.07 71.3 166.13 79.48 172.86 143.23 80.7 74.88 78.05 97.15 93.45 90.24 75.7 79.23 76.11 145.6 94.65 68.92 73.51 79.13 157.64 78.92 69.05 149.62 75.84 71.29 152.46 96.85 97.49 74.33 75.92 69.75 60.91 78.55 93.83 147.18 61.04 63.83 96.06 63.78 93.79 82.74 69.74 75.46 74.97 93.7 62.64 78.99 154.19 62.11 67.5 75.69 70.21 70.4 64.61 75.03 
11 8 12 10 12 9 31 10 31 11 10 41 10 10 33 10 35 11 37 30 11 10 11 13 13 12 10 11 10 31 13 9 10 11 33 11 9 32 10 10 32 13 13 10 10 9 8 11 13 31 8 9 13 9 13 11 9 10 10 13 8 11 33 8 9 10 10 10 9 10 
192 35 232 102 195 111 143 93 106 22 230 48 230 71 68 131 180 214 235 64 51 105 142 20 48 155 83 16 200 64 26 239 33 129 142 125 33 205 168 73 188 195 36 26 17 37 177 54 146 24 161 42 217 31 31 8 236 79 36 56 16 164 234 117 159 213 28 102 90 25 
240 240 240 170 240 240 240 240 240 147 240 225 240 235 238 187 240 240 240 152 158 141 166 126 174 240 240 135 240 94 183 240 76 240 211 161 139 240 240 240 240 226 98 240 240 131 240 231 196 92 185 240 240 182 233 240 240 240 240 240 47 240 240 191 227 240 166 164 171 240 
2
0.0 0.0 
0.0 100.0 
0 14 5 5 9 15 11 10 6 3 16 8 11 14 14 11 12 7 11 17 12 12 6 4 13 9 10 4 14 15 8 12 6 11 10 6 14 7 10 8 10 16 12 8 9 8 12 10 12 7 3 16 3 5 6 15 14 7 11 11 10 10 5 12 17 12 14 10 6 2 5 11 
14 0 8 9 4 15 10 11 11 10 12 6 12 12 10 4 6 12 7 13 7 15 8 11 9 6 6 10 17 15 6 15 9 10 4 7 12 14 8 8 16 11 14 12 15 7 13 4 1 14 12 11 11 11 8 8 10 7 3 12 4 6 12 4 12 9 14 15 7 12 11 8 
5 8 0 1 4 12 7 7 4 2 11 2 8 10 9 5 6 5 6 13 6 10 0 3 8 3 4 1 12 12 2 10 1 7 4 1 10 6 5 3 9 11 9 5 8 3 9 4 7 7 3 12 3 3 1 9 10 2 6 8 4 4 3 6 12 7 11 9 1 3 2 7 
5 9 1 0 5 10 6 6 3 2 11 3 7 9 8 5 6 4 5 12 6 8 2 1 7 3 4 1 11 11 3 8 0 6 5 2 9 5 5 3 8 10 8 4 7 3 8 5 8 5 3 11 2 2 0 9 9 2 6 7 5 4 2 7 11 7 10 7 3 3 1 6 
9 4 4 5 0 13 8 8 7 6 11 2 10 10 8 3 5 8 5 12 5 12 3 6 8 2 3 6 14 13 2 12 4 8 0 2 11 10 6 5 12 10 11 8 11 4 10 0 3 10 7 11 7 7 4 8 9 2 2 10 1 3 7 4 11 7 12 11 2 7 6 6 
15 15 12 10 13 0 4 4 8 13 3 10 3 3 5 10 8 7 7 4 8 3 12 10 5 10 9 11 4 0 11 3 10 5 13 12 2 7 6 8 6 5 2 6 6 9 2 12 14 8 12 5 12 10 11 7 4 11 11 3 12 9 10 10 5 5 0 5 13 13 10 6 
11 10 7 6 8 4 0 0 4 8 4 5 2 3 3 5 4 4 3 6 3 4 7 6 2 5 4 7 6 5 6 4 5 0 8 7 3 5 2 3 5 5 3 3 5 4 2 7 9 6 8 5 8 6 6 4 3 6 7 1 7 4 6 6 5 1 4 4 8 9 6 2 
10 11 7 6 8 4 0 0 4 8 5 5 1 3 3 6 4 3 3 6 4 3 7 6 2 5 4 7 6 5 6 4 5 1 8 7 3 4 2 3 5 5 2 2 4 4 1 7 10 5 7 6 7 5 6 5 4 6 7 1 8 5 5 6 6 2 4 4 8 9 5 3 
6 11 4 3 7 8 4 4 0 4 9 5 5 8 7 7 7 1 5 11 6 6 5 2 6 5 5 3 8 9 5 5 3 5 7 5 8 2 4 3 5 9 6 1 4 4 5 7 10 2 3 10 3 1 3 9 8 4 8 5 7 5 1 8 10 6 8 4 6 4 1 6 
3 10 2 2 6 13 8 8 4 0 13 5 9 12 11 7 8 6 8 15 8 10 2 2 10 5 6 1 13 13 4 10 3 8 6 3 12 6 7 5 9 13 10 6 8 5 10 6 9 6 2 13 1 3 2 11 11 4 8 9 6 6 3 9 14 9 12 9 3 1 3 8 
16 12 11 11 11 3 4 5 9 13 0 9 4 1 2 8 6 8 6 1 6 6 12 11 3 9 7 12 7 3 10 6 10 4 11 12 1 9 5 7 8 1 4 7 8 8 4 10 12 10 13 1 12 10 10 4 2 10 9 5 10 8 10 8 1 4 3 7 12 14 10 5 
8 6 2 3 2 10 5 5 5 5 9 0 7 8 6 2 3 5 3 10 4 9 2 4 6 0 2 4 11 11 0 9 2 5 3 2 8 7 3 2 9 8 8 5 8 1 7 2 5 7 6 9 5 4 2 7 7 0 3 7 2 1 5 4 10 5 10 8 2 6 4 4 
11 12 8 7 10 3 2 1 5 9 4 7 0 3 4 8 6 4 5 6 6 2 9 7 3 7 6 8 4 4 8 2 7 2 10 9 3 4 4 5 4 5 1 3 4 6 0 9 11 5 8 6 8 6 7 6 4 7 9 0 9 6 6 8 6 3 2 2 9 10 6 4 
14 12 10 9 10 3 3 3 8 12 1 8 3 0 2 7 6 7 5 3 5 5 11 10 2 8 6 10 6 3 9 5 9 3 10 11 0 8 4 6 7 2 3 6 7 7 3 10 11 8 11 2 11 9 9 4 1 9 9 3 10 7 9 7 2 3 2 6 11 12 9 4 
14 10 9 8 8 5 3 3 7 11 2 6 4 2 0 5 3 7 3 3 3 6 9 9 0 6 5 9 8 5 7 6 8 2 8 9 2 8 3 5 8 2 5 6 8 5 4 8 9 9 11 2 10 8 8 2 0 7 6 4 8 5 9 5 3 1 5 7 9 11 8 2 
11 4 5 5 3 10 5 6 7 7 8 2 8 7 5 0 1 7 2 9 2 10 5 7 5 2 1 7 12 11 3 10 5 5 2 4 8 9 4 3 11 7 9 7 10 3 8 2 3 9 8 8 8 7 5 5 6 3 1 7 2 1 7 1 8 5 10 10 4 8 6 3 
12 6 6 6 5 8 4 4 7 8 6 3 6 6 3 1 0 7 1 7 0 8 6 7 3 3 1 7 11 9 4 9 5 4 4 6 6 8 2 3 10 5 7 6 9 3 6 4 5 9 9 6 8 7 5 3 4 4 3 6 4 1 7 1 6 3 8 9 6 9 7 2 
7 12 5 4 8 7 4 3 1 6 8 5 4 7 7 7 7 0 5 10 6 4 6 3 6 6 5 4 7 8 6 4 4 4 8 6 7 1 4 3 3 9 5 0 3 4 4 8 10 2 4 9 4 2 4 8 7 5 8 3 8 6 2 8 9 5 6 3 7 6 3 5 
11 7 6 5 5 7 3 3 5 8 6 3 5 5 3 2 1 5 0 7 1 7 6 6 2 3 1 6 10 8 4 7 5 2 5 5 5 7 1 2 8 5 6 5 8 2 5 4 6 7 8 6 7 6 5 3 4 4 4 5 4 1 6 3 6 2 7 7 6 8 6 1 
17 13 13 12 12 4 6 6 11 15 1 10 6 3 3 9 7 10 7 0 7 8 13 13 4 10 9 13 8 4 11 8 12 6 12 13 2 11 7 9 10 2 6 9 10 9 6 11 12 11 14 1 14 12 12 4 3 11 10 6 11 9 12 8 0 5 5 9 13 15 12 6 
12 7 6 6 5 8 3 4 6 8 6 4 6 5 3 2 0 6 1 7 0 8 6 7 2 3 2 7 10 8 4 8 6 3 5 6 5 8 2 3 9 5 7 6 9 3 6 4 6 9 9 5 8 7 6 3 3 4 3 5 4 2 7 2 6 2 7 8 6 9 7 1 
12 15 10 8 12 3 4 3 6 10 6 9 2 5 6 10 8 4 7 8 8 0 10 8 6 9 8 9 2 3 10 0 8 4 12 11 5 4 6 7 2 7 1 4 3 8 2 11 14 4 9 8 9 7 9 8 6 9 11 2 11 9 7 10 7 6 3 1 11 10 7 6 
6 8 0 2 3 12 7 7 5 2 12 2 9 11 9 5 6 6 6 13 6 10 0 3 8 3 4 2 13 13 2 10 2 7 3 0 11 7 6 4 10 11 10 6 9 3 9 3 6 7 4 12 3 4 1 9 10 2 5 9 4 4 4 6 12 8 12 9 1 3 3 7 
4 11 3 1 6 10 6 6 2 2 11 4 7 10 9 7 7 3 6 13 7 8 3 0 8 5 6 1 10 11 4 8 2 6 7 4 10 4 5 4 7 11 8 3 6 4 7 7 9 4 1 12 1 0 2 10 10 4 8 7 7 6 0 8 12 7 10 6 4 2 0 7 
13 9 8 7 8 5 2 2 6 10 3 6 3 2 0 5 3 6 2 4 2 6 8 8 0 6 4 9 8 5 6 6 7 1 8 8 2 7 2 4 7 3 4 5 7 5 3 7 9 8 10 3 9 7 7 2 1 6 6 3 7 4 8 5 3 0 4 6 9 10 7 1 
9 6 3 3 2 10 5 5 5 5 9 0 7 8 6 2 3 6 3 10 3 9 3 5 6 0 1 4 12 11 0 9 3 5 2 2 8 7 3 2 9 8 8 5 9 1 7 2 4 8 6 9 6 5 2 6 7 1 3 7 2 1 5 3 9 5 10 9 3 6 4 4 
10 6 4 4 3 9 4 4 5 6 7 2 6 6 5 1 1 5 1 9 2 8 4 6 4 1 0 6 11 9 2 8 4 4 3 4 7 7 2 2 9 7 7 5 8 1 6 3 5 8 7 7 7 5 4 5 5 2 3 6 3 0 6 2 8 3 8 8 4 7 5 2 
4 10 1 1 6 11 7 7 3 1 12 4 8 10 9 7 7 4 6 13 7 9 2 1 9 4 6 0 11 12 4 9 1 7 6 3 11 5 6 4 8 12 9 5 7 4 8 6 9 5 1 12 1 1 2 10 10 3 7 8 6 6 2 8 13 8 11 8 3 1 1 7 
14 17 12 11 14 4 6 6 8 13 7 11 4 6 8 12 11 7 10 8 10 2 13 10 8 12 11 11 0 4 12 2 11 7 14 13 6 6 8 9 3 9 3 6 4 10 4 14 16 6 11 9 11 9 11 10 8 12 14 4 14 11 9 13 9 8 3 3 14 13 10 9 
15 15 12 11 13 0 5 5 9 13 3 11 4 3 5 11 9 8 8 4 8 3 13 11 5 11 9 12 4 0 11 4 11 5 13 13 3 8 7 8 6 5 2 7 6 9 3 12 14 8 12 5 12 10 11 7 5 11 12 4 13 10 10 10 5 5 1 5 13 14 10 7 
8 6 2 3 2 11 6 6 5 4 10 0 8 9 7 3 4 6 4 11 4 10 2 4 6 0 2 4 12 11 0 10 2 6 2 1 9 7 4 2 10 9 9 6 9 1 8 2 4 8 6 10 5 5 2 7 8 0 3 8 2 2 5 4 10 6 10 9 2 5 4 5 
12 15 10 8 12 3 4 4 5 10 6 9 2 5 6 10 9 4 7 8 8 0 10 8 6 9 8 9 2 4 10 0 8 5 12 11 5 4 6 7 2 8 1 4 2 8 2 11 14 4 9 8 9 7 9 8 6 9 11 2 11 9 7 10 8 6 3 1 11 10 7 7 
6 9 1 0 4 10 5 5 3 3 10 2 7 9 8 5 5 4 5 12 6 8 2 2 7 3 4 1 11 11 2 8 0 5 5 2 9 5 4 2 8 10 8 4 7 2 7 4 7 5 3 10 2 2 0 8 8 2 6 6 5 4 2 6 11 6 10 7 3 3 1 5 
11 10 7 6 8 5 0 1 5 8 4 5 2 3 2 5 4 4 2 6 3 4 7 6 1 5 4 7 7 5 6 5 5 0 8 7 3 5 1 3 6 4 3 3 5 4 2 7 9 6 8 5 8 6 6 4 3 6 6 2 7 4 6 5 5 1 4 5 8 9 6 1 
10 4 4 5 0 13 8 8 7 6 11 3 10 10 8 2 4 8 5 12 5 12 3 7 8 2 3 6 14 13 2 12 5 8 0 3 10 10 6 5 12 10 11 8 11 4 10 0 2 10 8 11 7 7 4 8 9 3 2 10 0 3 7 3 11 7 12 11 3 7 6 6 
6 7 1 2 2 12 7 7 5 3 12 2 9 11 9 4 6 6 5 13 6 11 0 4 8 2 4 3 13 13 1 11 2 7 3 0 11 8 6 4 10 11 10 6 9 3 9 3 5 8 5 11 4 4 2 9 10 1 4 9 3 4 5 6 12 8 12 10 0 4 4 7 
14 12 10 9 11 2 3 3 8 12 1 8 3 0 2 8 6 7 5 2 5 5 11 10 2 8 7 11 6 3 9 5 9 3 10 11 0 8 5 6 7 2 3 6 7 7 3 10 11 8 11 2 11 9 9 4 2 9 9 3 10 7 9 7 2 3 2 6 11 12 9 4 
7 14 6 5 10 7 5 4 2 6 9 7 4 8 8 9 8 1 7 11 8 4 7 4 7 7 7 5 6 8 7 4 5 5 10 8 8 0 6 5 2 10 5 2 1 6 5 9 12 0 4 10 5 3 6 10 9 7 10 4 10 7 3 10 11 7 7 3 8 6 4 7 
